,w1,w2,predict,actual
156,วันที่,ปฏิทิน,0.30813754,3.96
157,ทะเล,มหาสมุทร,0.626884,8.02
158,วินาที,นาที,0.62716866,4.27
159,มือ,หัวแม่มือ,0.31329447,3.65
160,ป่าไม้,ซุง,0.20289442,3.23
161,โคลน,ดิน,0.4480485,5.63
162,ห้องโถง,ทางเดิน,0.436316,3.33
163,ทาง,มารยาท,0.19688648,0.21
164,หนู,แมว,0.37711927,2.5
165,ตำรวจ,นายอำเภอ,0.46801758,3.23
166,ความตาย,พิธีฝังศพ,0.4067617,3.54
167,เพลง,ทำนอง,0.5218311,3.75
168,เบียร์,แอลกอฮอล์,0.46515262,5.21
169,ปาก,ริมฝีปาก,0.537165,5.94
170,พายุ,พายุเฮอริเคน,0.75467426,7.19
171,ภาษี,รายได้,0.41494536,2.81
172,ดอกไม้,สีม่วง,0.38822928,0.52
173,กระดาษ,กระดาษแข็ง,0.7683251,6.15
174,ชั้น,เพดาน,0.2808109,1.35
175,ชายหาด,ชายทะเล,0.6980041,8.13
176,ไม้เรียว,ผ้าม่าน,0.1271755,0.0
177,สุนัข,สุนัขจิ้งจอก,0.4724267,5.63
178,ถนน,ตรอก,0.5632131,4.38
179,เรือ,ดาดฟ้าเรือ,0.5964618,3.44
180,รถยนต์,แตรรถยนต์,0.7398371,3.54
181,เพื่อน,แขก,0.33348855,1.46
182,นายจ้าง,ลูกจ้าง,0.8173336,3.02
183,มือ,ข้อมือ,0.36828557,3.75
184,ลูกบอล,ปืนใหญ่,0.31391415,0.21
185,แอลกอฮอล์,บรั่นดี,0.33292988,5.52
186,ชัยชนะ,ชัยชนะ,1.0,10.0
187,โทรศัพท์,บูธ,0.15221164,0.1
188,ประตู,ทางเข้าประตู,0.70098597,4.58
189,โรงแรมม่านรูด,โรงแรม,0.48987192,6.15
190,เสื้อผ้า,ผ้า,0.5075449,4.38
191,สเต็ก,เนื้อสัตว์,0.48517972,4.27
192,เล็บ,หัวแม่มือ,0.38300216,3.02
193,วงดนตรี,วงออเคสตรา,0.6429712,6.35
194,หนังสือ,ไบเบิล,0.3843696,5.1
195,ธุรกิจ,อุตสาหกรรม,0.5898307,4.58
196,ฤดูหนาว,ฤดูกาล,0.40697116,5.52
197,ทศวรรษ,ศตวรรษ,0.59665984,5.21
198,แอลกอฮอล์,จิน,0.070222154,3.54
199,หมวก,เสื้อโค้ท,0.5143224,2.81
200,หน้าต่าง,ประตู,0.4824085,2.92
201,แขน,ข้อมือ,0.52008283,3.13
202,บ้าน,อพาร์ทเม้น,0.38854837,4.27
203,กระจก,คริสตัล,0.396053,1.25
204,ไวน์,บรั่นดี,0.40067092,4.79
205,ผู้สร้าง,ผู้สร้าง,1.0,10.0
206,อาหารค่ำ,อาหารเช้า,0.6936374,3.23
207,แขน,กล้ามเนื้อ,0.48699558,3.02
208,ฟอง,น้ำสบู่,0.4793928,2.92
209,ขนมปัง,แป้ง,0.55822414,3.96
210,ความตาย,โศกนาฏกรรม,0.49465847,4.9
211,ขาดแคลน,การมีอยู่,0.3550837,1.04
212,ปืน,ปืนใหญ่,0.50168926,6.15
213,หญ้า,ใบมีด,0.33827084,0.63
214,ลูกบอล,ตะกร้า,0.37314343,0.52
215,ท่อ,สวน,0.19092245,0.1
216,เด็กผู้ชาย,เด็ก,0.54894596,6.35
217,โบสถ์,คณะประสานเสียง,0.39202854,1.88
218,เสื้อผ้า,ลิ้นชัก,0.3349036,1.46
219,หอคอย,ระฆัง,0.29769695,2.08
220,บิดา,ผู้ปกครอง,0.48597804,6.35
221,โรงเรียน,เกรด,0.13952737,2.92
222,ผู้ปกครอง,ผู้ใหญ่,0.41472068,4.69
223,บาร์,คุก,0.18756317,0.42
224,รถยนต์,ทางหลวง,0.22463243,3.23
225,พจนานุกรม,คำนิยาม,0.44409767,3.75
226,ประตู,ห้องใต้ดิน,0.38480264,1.25
227,กองทัพบก,กองทหาร,0.50964147,4.69
228,โลหะ,อลูมิเนียม,0.5828316,4.69
229,เก้าอี้,ม้านั่ง,0.575581,6.56
230,เมฆ,หมอก,0.46786126,5.63
231,เด็กผู้ชาย,บุตรชาย,0.3344006,5.31
232,น้ำ,น้ำแข็ง,0.4484657,4.9
233,เตียง,ผ้าห่ม,0.45858222,3.13
234,อัยการ,ทนายความ,0.66179633,4.48
235,พื้นที่,โซน,0.41373563,6.46
236,ธุรกิจ,บริษัท,0.54919153,4.79
237,เสื้อผ้า,ผ้า,0.5075449,4.17
238,เสื้อกันหนาว,แจ็คเก็ต,0.6544408,6.35
239,เงิน,เงินทุน,0.50075066,6.04
240,มือ,เท้า,0.47608593,3.23
241,แอลกอฮอล์,ค็อกเทล,0.3557156,5.42
242,หลา,นิ้ว,0.27598566,3.33
243,โมเลกุล,อะตอม,0.5729237,4.69
244,เลนส์,กล้องถ่ายรูป,0.5484764,3.85
245,อาหาร,อาหารเย็น,0.6155932,5.73
246,ตา,น้ำตา,0.34221104,3.85
247,พระเจ้า,ปีศาจ,0.2526683,1.35
248,ห่วง,เข็มขัด,0.31552485,0.63
249,หนู,หนู,0.99999994,10.0
250,เครื่องยนต์,เครื่องยนต์,0.99999994,10.0
251,รถ,แท็กซี่,0.46600497,6.56
252,แมว,สิงโต,0.3173719,3.96
253,ขนาด,ขนาด,1.0,10.0
254,ความจริง,จินตนาการ,0.38589898,1.25
255,ประตู,ประตู,1.0,10.0
256,แมว,สัตว์เลี้ยง,0.5611564,5.42
257,ดีบุก,อลูมิเนียม,0.34176654,3.54
258,กระดูก,กราม,0.4521913,3.75
259,ธัญพืช,ข้าวสาลี,0.6776507,5.42
260,บ้าน,กุญแจ,0.1593153,2.71
261,เลือด,เนื้อ,0.3066141,2.71
262,ประตู,ทางเดิน,0.27277148,1.56
263,พระเจ้า,วิญญาณ,0.42759138,1.15
264,สมรรถภาพ,สมรรถภาพ,1.0000001,10.0
265,ความอุดมสมบูรณ์,ความอุดมสมบูรณ์,1.0,10.0
266,โซฟา,เก้าอี้,0.68512064,5.63
267,ผนัง,อิฐ,0.5610889,3.02
268,เขา,กลอง,0.23563994,0.0
269,อวัยวะ,ตับ,0.48801765,5.1
270,ความแข็งแรง,ความแข็งแรง,1.0000001,9.38
271,วลี,คำ,0.5111613,6.98
272,วงดนตรี,ขบวนแห่,0.29603666,2.81
273,ท้อง,เอว,0.3634449,3.65
274,เมฆ,พายุ,0.42783394,2.81
275,ความปิติยินดี,ความภาคภูมิใจ,0.5622888,6.04
276,สัญญาณรบกวน,เสียงอึกทึก,0.34755588,3.13
277,ฝน,หมอก,0.46542212,3.33
278,เบียร์,เครื่องดื่ม,0.6288303,5.42
279,ผู้ชาย,ลุง,0.18872167,4.38
280,แอปเปิ้ล,น้ำผลไม้,0.37939608,4.06
281,ชาญฉลาด,ตรรกะ,0.358526,3.96
282,การสื่อสาร,ภาษา,0.44553196,5.83
283,ขนมิงค์,ขนสัตว์,0.24051355,6.04
284,ฝูงชน,ฝูงชน,1.0,9.58
285,ฝั่งทะเล,ชายฝั่ง,0.7645018,6.56
286,ลวด,เชือก,0.4690594,4.27
287,นก,ไก่งวง,0.3507673,4.38
288,เตียง,เปล,0.34123164,4.69
289,ความสามารถ,ความสามารถ,1.0000001,10.0
290,เมฆ,หมอก,0.46786126,4.79
291,อาหารมื้อเย็น,อาหาร,0.77090263,6.15
292,บาร์,กรง,0.17759691,0.1
293,น้ำ,เกลือ,0.4517407,0.63
294,ความรู้สึก,สัญชาตญาณ,0.5009404,6.15
295,สถานการณ์,เงื่อนไข,0.29252276,2.5
296,อาชญากรรม,โจรกรรม,0.5258602,5.0
297,สไตล์,แฟชั่น,0.43820518,5.21
298,เขตแดน,ชายแดน,0.54048353,5.73
299,แขน,ร่างกาย,0.30836272,4.38
300,เรือ,รถ,0.3847508,3.02
301,แซนด์วิช,อาหารกลางวัน,0.4222309,3.23
302,เจ้าสาว,เจ้าหญิง,0.5332256,1.77
303,นางเอก,พระเอก,0.78004694,3.02
304,รถ,วัด,0.18220796,0.1
305,แมลง,ผึ้ง,0.41568115,5.31
306,เปล,เปล,1.0000001,9.9
307,สัตว์,คน,0.31238306,3.13
308,กัญชา,สมุนไพร,0.38408512,5.21
309,เตียง,โรงพยาบาล,0.31163946,2.29
310,แก้ม,ลิ้น,0.48240602,2.71
311,แผ่นดิสก์,คอมพิวเตอร์,0.37191507,3.02
312,เส้นโค้ง,มุม,0.3599092,2.19
313,หญ้า,ตะไคร่น้ำ,0.46050307,1.98
314,โรงเรียน,กฎหมาย,0.1680858,0.63
315,เท้า,หัว,0.34585708,2.29
316,แม่,ผู้ปกครอง,0.32942057,5.73
317,ทันตแพทย์,ทันตแพทย์,1.0000001,10.0
318,เหล้า,วิสกี้,0.55100465,6.04
319,ปาก,ฟัน,0.41757387,3.96
320,อาหารเช้า,เบคอน,0.47295225,3.23
321,ห้องน้ำ,ห้องนอน,0.8522654,3.13
322,จาน,ชาม,0.6183765,5.21
323,เนื้อ,เบคอน,0.3729072,5.0
324,อากาศ,ฮีเลียม,0.37006575,4.06
325,คนงาน,ลูกจ้าง,0.54054415,7.29
326,ร่างกาย,หน้าอก,0.2793759,3.54
327,ลูกชาย,พ่อ,0.6801355,2.6
328,หัวใจ,ศัลยกรรม,0.38809228,0.83
329,ผู้หญิง,เลขานุการ,0.16836315,1.15
330,ผู้ชาย,พ่อ,0.29496998,3.44
331,ชายหาด,เกาะ,0.4735382,2.92
332,เรื่องราว,หัวข้อ,0.24098063,2.5
333,เกมส์,ความสนุกสนาน,0.38256085,3.23
334,วันสุดสัปดาห์,สัปดาห์,0.65083915,3.33
335,คู่สามีภรรยา,คู่,0.4406497,4.58
336,ผู้หญิง,ภรรยา,0.397721,3.44
337,แกะ,ปศุสัตว์,0.23646462,3.65
338,กระเป๋าเหรียญ,กระเป๋า,0.68023854,6.04
339,เพดาน,โบสถ์,0.29703808,1.04
340,ถั่ว,กาแฟ,0.4054523,0.94
341,ไม้,กระดาษ,0.35536954,2.4
342,ด้านบน,ด้านข้าง,0.5315464,3.23
343,อาชญากรรม,หลอกลวง,0.38240853,3.33
344,เจ็บปวด,เสียหาย,0.30301982,2.6
345,คนรัก,สหาย,0.3268612,3.85
346,ตอนเย็น,พลบค่ำ,0.55393445,6.88
347,พ่อ,ลูกสาว,0.6753955,2.81
348,ไวน์,สุรา,0.37381372,5.31
349,วัว,แพะ,0.6512068,3.33
350,ความเชื่อ,ความเห็น,0.31773776,2.4
351,ความจริง,ภาพมายา,0.5065698,1.67
352,ข้อสัญญา,ข้อตกลง,0.65659595,7.4
353,ความมั่งคั่ง,ความยากจน,0.4846513,2.19
354,อุบัติเหตุ,ภาวะฉุกเฉิน,0.41549695,4.17
355,การต่อสู้,ชัยชนะ,0.38606396,2.92
356,เพื่อน,ครู,0.29203588,1.04
357,ความเจ็บป่วย,การติดเชื้อ,0.55587775,5.0
358,เกมส์,เคล็ดลับ,0.22371607,1.25
359,พี่ชาย,บุตรชาย,0.60060835,2.6
360,ป้า,หลานชาย,0.4430719,2.71
361,พี่ชาย,บุตรชาย,0.60060835,2.5
362,ป้า,หลานชาย,0.4430719,2.71
363,โอ๊ก,เมเปิ้ล,0.47862026,3.75
364,ผึ้ง,ราชินี,0.33582318,1.98
365,รถยนต์,จักรยาน,0.35977226,4.27
366,เป้าหมาย,การแสวงหา,0.32683933,3.44
367,สิงหาคม,เดือน,0.42573935,5.0
368,กองทัพบก,กลุ่มทหาร,0.43001446,4.17
369,ก้อนเมฆ,สภาพอากาศ,0.14382274,3.54
370,แพทย์,คุณหมอ,0.632061,8.85
371,หุบเขาลึก,หุบเขา,0.8620126,8.23
372,แม่น้ำ,หุบเขา,0.5547198,2.08
373,ดวงอาทิตย์,ท้องฟ้า,0.6819223,3.23
374,เป้า,ลูกศร,0.25217754,2.6
375,ช็อคโกแลต,พาย,0.40806466,2.4
376,สภาวะแวดล้อม,สถานการณ์,0.40619227,2.5
377,ความเห็น,ตัวเลือก,0.19047509,2.6
378,จังหวะ,ทำนอง,0.40565848,5.63
379,ไส้พุง,เส้นประสาท,0.3712576,1.88
380,วัน,รุ่งอรุณ,0.2579977,1.77
381,ปศุสัตว์,เนื้อวัว,0.2988272,3.13
382,คุณหมอ,ศาสตราจารย์,0.35749096,3.33
383,แขน,หลอดเลือดดำ,0.2742139,1.88
384,ห้อง,อ่างอาบน้ำ,0.37396973,1.04
385,บริษัท,ธุรกิจ,0.54919153,4.27
386,ความสนุกสนาน,ฟุตบอล,0.27979255,2.19
387,เนินเขา,หน้าผา,0.6488713,2.92
388,กระดูก,ข้อเท้า,0.5148523,2.71
389,แอปเปิ้ล,ลูกอม,0.288466,1.35
390,ผู้ช่วยเหลือ,แม่บ้าน,0.31888685,2.19
391,ผู้นำ,ผู้จัดการ,0.3285447,3.96
392,มะนาว,ชา,0.3852507,1.88
393,ผึ้ง,มด,0.38391003,3.13
394,บาสเกตบอล,เบสบอล,0.57612145,4.38
395,ข้าว,ถั่ว,0.46363807,1.88
396,เตียง,เฟอร์นิเจอร์,0.48587465,4.58
397,อารมณ์,ความหลงใหล,0.53594977,4.27
398,อนาธิปไตย,ความสับสนวุ่นวาย,0.45473197,3.13
399,อาชญากรรม,การละเมิด,0.464495,3.23
400,เครื่องจักร,เครื่องยนต์,0.46331376,5.73
401,ชายหาด,ทะเล,0.581794,4.17
402,ซอย,ชาม,0.25903487,0.1
403,โถ,ขวด,0.32883248,2.81
404,ความแข็งแรง,สมรรถภาพ,0.47058365,3.96
405,เมล็ด,มัสตาด,0.43739882,0.42
406,กีตาร์,กลอง,0.51830804,3.96
407,ความคิดเห็น,ความคิด,0.3188609,5.94
408,ทิศเหนือ,ทิศตะวันตก,0.88187426,4.79
409,อาหาร,สลัด,0.40951017,4.27
410,แม่,ภรรยา,0.5144592,4.79
411,พ่อ,แม่,0.6992566,3.54
412,กัปตัน,กะลาสี,0.36650982,3.96
413,เมตร,หลา,0.36624828,3.75
414,เบียร์,แชมเปญ,0.4503306,5.1
415,มอเตอร์,เรือ,0.28914434,2.6
416,บัตร,สะพาน,0.15382013,0.1
417,วิทยาศาสตร์,จิตวิทยา,0.47417346,3.02
418,คนบาป,นักบุญ,0.42298368,2.08
419,การทำลาย,การก่อสร้าง,0.46689838,1.56
420,ฝูงชน,พวง,0.059777625,0.83
421,ชายหาด,โขดหิน,0.56734055,2.5
422,ชาย,เด็ก,0.31093326,1.46
423,ขนมปัง,ชีส,0.7214365,2.4
424,แชมป์,ผู้ชนะ,0.39817646,8.54
425,งานเฉลิมฉลอง,พิธี,0.505473,6.25
426,เมนู,คำสั่งซื้อ,0.2901136,3.54
427,กษัตริย์,เจ้าหญิง,0.44025612,3.33
428,ความมั่งคั่ง,ศักดิ์ศรี,0.35418668,2.29
429,ความอดทน,ความแข็งแรง,0.3117704,3.44
430,อันตราย,การคุกคาม,0.49900255,5.1
431,พระเจ้า,นักบวช,0.3948023,2.71
432,ผู้ชาย,พี่น้องชาย,0.32079244,3.44
433,เพื่อน,สหาย,0.44125676,8.02
434,ครู,ผู้ช่วย,0.49688223,2.6
435,ร่างกาย,กระเพาะอาหาร,0.6289063,2.81
436,ลิ้น,ช่องคอ,0.50275606,2.71
437,บ้าน,พรม,0.268005,2.6
438,สติปัญญา,ความสามารถ,0.47323275,5.0
439,การเดินทาง,ชัยชนะ,0.18584439,0.31
440,พระเจ้า,เหยื่อ,0.14284205,0.0
441,พี่น้องชาย,จิตวิญญาณ,0.28490922,0.52
442,ฝ่ายตรงข้าม,คู่ต่อสู้,0.7246238,8.44
443,ความตาย,ภัยพิบัติ,0.42796502,3.13
444,สัตว์ประหลาด,ปิศาจ,0.4782157,6.15
445,วัน,ตอนเช้า,0.38318703,1.88
446,ผู้ชาย,ผู้ชนะ,0.118073516,0.21
447,เพื่อน,ผู้ชาย,0.30552387,1.04
448,เพลง,เรื่องราว,0.31891754,2.4
449,รังสี,แดด,0.42899534,3.85
450,ผู้ชาย,แกน,0.11105113,0.0
451,ไก่,ข้าว,0.4019119,1.88
452,กล่อง,ลิฟต์,0.27813318,1.25
453,เนย,มันฝรั่ง,0.37634614,1.98
454,อพาร์ทเม้น,เฟอร์นิเจอร์,0.43022972,1.98
455,ทะเลสาบ,บึง,0.36876693,5.73
456,สลัด,น้ำส้มสายชู,0.33149645,1.88
457,ดอกไม้,กระเปาะ,0.2577997,1.35
458,เมฆ,หมอก,0.46786126,4.79
459,คนขับรถ,นักบิน,0.31027263,3.44
460,น้ำตาล,น้ำผึ้ง,0.45313674,3.54
461,ร่างกาย,ไหล่,0.32874185,3.75
462,ความคิด,ภาพ,0.26649973,1.67
463,พ่อ,พี่ชาย,0.6700341,2.5
464,ดวงจันทร์,ดาวเคราะห์,0.7103849,4.38
465,งานรื่นเริง,ชุดแต่งกาย,0.25789478,1.88
466,ราง,รั้ว,0.2789291,1.15
467,ห้อง,เตียง,0.5630064,2.29
468,ดอกไม้,พุ่มไม้,0.41384947,4.27
469,กระดูก,เข่า,0.60303015,2.81
470,แขน,เข่า,0.552681,2.71
471,ด้านล่าง,ด้านข้าง,0.40128857,3.44
472,ท่อ,เส้นเลือดดำ,0.2352645,0.94
473,แมว,กระต่าย,0.5611856,2.71
474,เนื้อสัตว์,แซนด์วิช,0.39928102,1.88
475,ความเชื่อ,แนวคิด,0.47433588,4.38
476,สติปัญญา,ข้อมูลเชิงลึก,0.29553595,2.4
477,ความสนใจ,ดอกเบี้ย,0.15467967,0.1
478,ทัศนคติ,ความมั่นใจ,0.45507887,1.77
479,ถูกต้อง,ความยุติธรรม,0.35835433,5.94
480,ข้อโต้แย้ง,ข้อตกลง,0.48145655,2.19
481,ความลึก,ขนาด,0.42577446,2.92
482,สื่อกลาง,ข่าว,0.23980278,3.65
483,ผู้ชนะ,ผู้สมัคร,0.24268241,1.35
484,วันเกิด,วันที่,0.31508178,2.5
485,ค่าธรรมเนียม,การชำระเงิน,0.46672684,3.44
486,คัมภีร์ไบเบิล,เพลงสวด,0.38595104,2.29
487,ทางออก,ทางเข้าประตู,0.4407572,3.33
488,ผู้ชาย,ทหารยาม,0.29115456,1.67
489,ทางเดินระหว่างที่นั่ง,ห้องโถง,0.48616812,2.29
490,วิสกี้,เหล้าจิน,0.5079166,4.17
491,เลือด,ไขกระดูก,0.5227852,2.29
492,น้ำมัน,ตัวมิงค์,0.23156828,0.31
493,พื้น,ดาดฟ้า,0.38187996,1.25
494,หลังคา,พื้น,0.38261306,1.77
495,ประตู,พื้น,0.18717141,1.56
496,ไหล่,ศีรษะ,0.47747034,2.71
497,ตู้สินค้ารถไฟ,การขนส่ง,0.48539063,3.02
498,รถยนต์,การขนส่ง,0.33221552,3.23
499,ศอก,ข้อเท้า,0.41382626,2.4
500,ความมั่งคั่ง,ชื่อเสียง,0.44720283,3.65
501,ความเศร้าโศก,ความอัปยศ,0.44762602,3.65
502,การบริหาร,การจัดการ,0.6658334,7.19
503,การสื่อสาร,การสนทนา,0.67759395,7.92
504,มลพิษ,บรรยากาศ,0.30813,3.13
505,กายวิภาคศาสตร์,ชีววิทยา,0.6417822,3.85
506,วิทยาลัย,อาชีพ,0.35156053,1.56
507,หนังสือ,หัวข้อเรื่อง,0.32155916,2.29
508,สูตร,สมการ,0.2569406,6.56
509,หนังสือ,สารสนเทศ,0.28225237,3.75
510,เด็กผู้ชาย,หุ้นส่วน,0.09307193,0.1
511,ท้องฟ้า,จักรวาล,0.36476007,3.54
512,ประชากร,คน,0.44694754,5.94
513,วิทยาลัย,ชั้นเรียน,0.32791194,3.33
