,w1,w2,predict,actual
106,ชุดเดรส,เต้นรำ,0.25115737,1.83
107,แถว,รายการ,0.10411398,2.03
108,กรง,คุก,0.2604601,3.22
109,เรียงความ,การบ้าน,0.25778538,1.95
110,คอมพิวเตอร์,เครื่องจักร,0.30531782,3.02
111,หมีแพนด้า,หมีขาว,0.54001606,3.06
112,โรคประสาทพิการ,จิตใจ,0.44641143,1.34
113,รณรงค์,ลิง,0.12262708,0.25
114,ค่าคงที่ฟาราเดย์,เครื่องหลัง,0.3596337,0.06
115,วัง,ตึกระฟ้า,0.23060502,1.56
116,เฮลิคอปเตอร์,เครื่องบิน,0.52258486,2.88
117,มหาวิทยาลัยเคมบริดจ์,มหาวิทยาลัยออกซ์ฟอร์ด,0.9065714,3.16
118,ธง,เสา,0.2584467,2.19
119,หน้าต่าง,หลังคา,0.38137698,2.14
120,เกมการ์ด,ร่อน,0.23872022,0.09
121,มัลแวร์,เวิร์ม,0.18373841,3.11
122,ดาวเคราะห์,ดาวฤกษ์,0.77448684,2.97
123,นักวิ่ง,นักกีฬา,0.40696082,3.02
124,เครื่องวัด,ร่ม,0.16804536,0.06
125,ไวไฟ,วิกิลีก,0.25378227,0.31
126,แล้ง,น้ำ,0.51046014,1.75
127,สนามบิน,ชิ้น,0.07257229,0.13
128,ออเคสตร้า,วงดนตรี,0.5677452,2.78
129,โมจิโต,โมฮิโต,0.75274783,3.05
130,แผนการสอน,การสอบ,0.61762387,2.05
131,ทฤษฎีบท,ทฤษฎี,0.8306785,3.45
132,โยโย,ของเล่น,0.27984163,2.53
133,พายุหิมะ,ฝน,0.6189773,2.05
134,นักประวัติศาสตร์,นักประวัติศาสตร์นิพนธ์,0.91884476,3.03
135,ซีเมนส์,รถไฟไฟฟ้า,0.31191456,0.41
136,ศตวรรษ,ปี,0.43433693,2.77
137,โลหะผสม,เหล็กกล้า,0.62505424,3.11
138,ผู้พิพากษา,ผู้พิพากษา,0.9999999,4.0
139,ความโกลาหล,ชั้นเรียน,0.18486182,0.31
140,การศึกษาทางไกล,อินเทอร์เน็ต,0.33340743,2.14
141,ทราย,เท้า,0.23870073,0.34
142,ไอเอ็มเอฟ,ธนาคารดอยซ์,0.55630213,2.13
143,นิตยสารการ์เดียน,นิตยสารไทม์,0.7905942,3.17
144,ตัวไหม,ทางสายไหม,0.48209742,0.0
145,อิสรภาพ,โอเอซิส,0.3343673,0.06
146,ไซโทพลาซึม,เลขโดด,0.2834371,0.13
147,นิกายโปรแตสแตนท์,ชาวคริสต์,0.62895584,2.55
148,ลีโอ นาร์โดดาวินชี,พระกระยาหารมื้อสุดท้าย,0.54483765,1.5
149,แผนที่,จัตุรัส,0.17330632,1.02
150,รัฐสภา,สภาคองเกรส,0.60765445,2.98
151,การระดมทุน,การพัฒนา,0.4391892,1.77
152,พยาธิวิทยา,โลหิตวิทยา,0.6888157,1.91
153,หุบเขา,พายุดีเปรสชัน,0.41445,0.72
154,กล้องโทรทรรศน์,เก้าอี้,0.15408105,0.09
155,โลหะหนัก,เวที,0.0791017,0.14
156,โลกาภิวัฒน์,วีซ่า,0.17048638,0.81
157,ค้างคาว,แวมไพร์,0.23255895,1.98
158,รองหัวหน้า,เจ้าหน้าที่,0.46902,2.19
159,ไฟฟ้า,กรณี,0.18029907,0.19
160,คนต่างด้าว,คนนอกพื้นที่,0.3539526,3.27
161,กระดุม,จักรเย็บผ้า,0.3585091,1.75
162,พ่อมด,สายเคเบิ้ล,0.30443954,0.0
163,นักปรัชญา,การแข่งขัน,0.0947595,0.58
164,ข้าวโพดคั่ว,โรงภาพยนตร์,0.1760338,1.8
165,การเกษตร,พืช,0.48291197,2.25
166,กวี,นักข่าว,0.27187645,0.89
167,อากาศ,คลื่น,0.30574673,1.23
168,อารยธรรม,วิถีการดำเนินชีวิต,0.4023119,2.61
169,หิมะ,น้ำแข็ง,0.6227851,2.92
170,สงครามโลกครั้งที่ 2,บีโธเฟ่น,0.39571252,0.25
171,แผงวงจรหลัก,เมนบอร์ด,0.33737794,3.66
172,สมาคม,เครื่องหมาย,0.14644247,0.84
173,อเล็กซานเดอร์มหาราช,ผู้พิชิต,0.44675,2.44
174,แอพ,กาแลคซี่,0.22807641,0.06
175,การคำนวณแบบคลาวด์,ฝน,0.1479779,0.25
176,โทรทัศน์,นักแสดงชาย,0.29508615,1.67
177,สันดอน,ทะเล,0.36101195,1.83
178,เส้นด้าย,ด้าย,0.6735231,4.0
179,ทางข้ามถนน,บุคคล,0.14609434,0.5
180,โปรตีน,ที่จับ,0.21774796,0.06
181,วงยูทู,โรนัลโด้,0.2961678,0.06
182,แอปเปิ้ล,ไอโฟน,0.39591157,1.92
183,เปปเปอร์มินท์,หมากฝรั่ง,0.35708073,2.27
184,โปสเตอร์,บทความ,0.29813012,1.55
185,ยูนิเซฟ,ราก,0.012593122,0.06
186,โรคเกลียดกลัวชาวต่างชาติ,ลัทธิเหยียดผิว,0.60940737,1.44
187,วูดดี อัลเลน,เลนส์,0.2511982,0.58
188,ตะเกียง,จีนนี่,0.26916158,1.61
189,กองทัพเรือ,เกาะ,0.34361103,0.97
190,กำแพง,ปราสาท,0.41028017,1.78
191,ไดโนเสาร์,ช้าง,0.28080285,2.14
192,หอนาฬิกา,หิน,0.3124807,0.38
193,ตะวันออกกลาง,แม่น้ำยูเฟรติส,0.38589278,1.63
194,ทุ่งหญ้า,ทุ่งหญ้า,1.0,4.0
195,กีต้าร์,ไวโอลิน,0.4116595,3.03
196,การทูต,การต่อรอง,0.4702173,2.22
197,แรงโน้มถ่วง,ดาวตก,0.42139822,1.53
198,ไอคิว,สถาบันเมนซ่า,0.29443437,1.75
199,ธงชาติอังกฤษ,ธง,0.5579505,2.95
200,แผ่นดินไหว,การสั่นสะเทือน,0.50511825,2.94
201,ทรัพย์สิน,หุ้น,0.34935853,2.38
202,ฮิบรู,เยรูซาเล็ม,0.52623767,2.31
203,มืดครึ้ม,พยากรณ์,0.20812537,1.02
204,พจนานุกรม,สารานุกรม,0.65596074,3.13
205,มินท์,พิพิธภัณฑ์,0.33090344,0.0
206,เก้าอี้,ม้านั่ง,0.57453805,3.31
207,ชาวสเปน,ความชื้น,0.16798326,0.06
208,กระป๋อง,ขวด,0.597985,2.8
209,แมลงวัน,มด,0.47559386,2.5
210,ตำนาน,เรื่องเสียดสี,0.25965303,0.67
211,ใจกลางเมือง,รถประจำทาง,0.3910781,1.13
212,หาง,โบอิ้ง 747-200,0.22699736,0.78
213,งานศิลป์,ศิลปิน,0.46780348,2.31
214,นาโต้,พันธมิตร,0.27405447,2.52
215,กษัตริย์,ผู้ปกครอง,0.29719734,3.33
216,จังหวะ,จังหวะ,1.0,4.0
217,อเล็กซานเดอร์ เฟลมมิง,ยาเพนนิซิลิน,0.3824432,0.73
218,ฟลุ๊ต,ดนตรี,0.37444285,2.08
219,นกกระสานวล,ทะเลสาบ,0.27237704,1.53
220,ความหนืด,กระเซ็น,0.26939094,0.86
221,ฮาร์ดแวร์,เคส,0.30685717,1.36
222,แหวน,การหมั้น,0.45469573,2.28
223,ภาษาละติน,ภาษาเยอรมัน,0.6489735,2.63
224,ชนชั้นแรงงาน,โรงงาน,0.37678644,1.83
225,เชกสเปียร์,ดิกคินส์,0.5556359,2.22
226,ธนบัตร,นักบวช,0.07245239,0.13
227,เครื่องมือ,งาน,0.23980413,1.52
228,หมูแคระ,สัตว์พวกหมู,0.6415785,3.08
229,สิทธิเลือกตั้ง,ทางออก,0.2713372,0.48
230,ดวงดาว,ความสว่าง,0.36005905,1.83
231,ปลาเทราท์,กีตาร์,0.22556019,0.0
232,ดอลลาร์,เศรษฐี,0.16904189,1.48
233,ตัวเลข,เลข,0.59223217,4.0
234,ลมแรง,ผ้าห่ม,0.22243364,0.53
235,โอบามา,คลินตัน,0.65551645,2.38
236,ตัวประกอบ,ภาพยนตร์,0.37187785,2.23
237,ยูเวนตุส,บาเยิร์น มิวนิค,0.5554285,2.7
238,อากาศเปลี่ยน,ฝนตก,0.3960415,1.67
239,เอไอ,แบตเตอรี่,0.13273801,0.56
240,งานชิ้นเอก,โมนาลิซ่า,0.34778234,1.98
241,อาชญากรรม,การโจมตี,0.38573253,2.55
242,ราชาภิเษก,น้ำ,0.12530974,0.13
243,นักร้องนำ,สต๊าฟ,0.2677487,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.57652014,1.44
245,กองทัพ,การป้องกัน,0.30890235,1.86
246,ทะเลสาบ,เมฆ,0.2959464,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.16738893,0.06
248,ภาษาแม่,ภาษา,0.74263304,2.72
249,ท่าเรือ,เสื้อคลุม,0.08756702,0.19
250,ปีศาจ,เทพ,0.34424043,2.52
251,ปริศนา,สัญลักษณ์,0.23159869,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.6976269,2.48
253,อิสรภาพ,อิสรภาพ,1.0,4.0
254,ไต้ฝุ่น,ไซโคลน,0.3594402,3.28
255,คู่มือ,คู่มือแนะนำ,0.81095153,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.87005,3.86
257,เจ้าหญิง,บิสกิต,0.30334896,0.38
258,รถไฟ,รถราง,0.6416196,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.41309637,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.3081958,0.73
261,ทอง,สังกะสี,0.2840347,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.34590954,0.06
263,อเมซอน,ป่า,0.41708168,2.22
264,เทนนิส,สถิติ,0.22846693,0.53
265,โบลซาโน,ทฤษฎีบท,0.34839323,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.27225727,0.42
267,เรือ,ต้นไม้,0.26855472,0.31
268,บัลลังก์,ดาบ,0.3174066,0.91
269,ฝ้าย,เสื้อหนาว,0.35547802,1.69
270,เชอรี่,สตรอเบอรี่,0.3740415,2.78
271,อิสลาม,กุรอาน,0.41012952,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.2620922,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.25066215,0.56
274,บุคลิก,บุคคล,0.35398573,1.55
275,รถถัง,รถยนต์,0.32909945,2.52
276,ดาวพุธ,ดาวพฤหัส,0.8946801,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.5759806,1.27
278,เลือด,ร่างกาย,0.5608675,2.17
279,ความกลัวอิสลาม,ไอซิส,0.534672,1.3
280,ถักไหมพรม,เครื่องแบบ,0.34509513,0.77
281,ฮาดูป,จอสัมผัส,0.2874896,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.75744563,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.2575397,1.34
284,พี่สาว,พี่ชาย,0.7444001,2.98
285,ดินสอ,เรื่องราว,0.16515374,0.59
286,กลาก,โรคผิวหนัง,0.8238077,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.46401745,2.67
288,มงกุฎ,กุญแจ,0.14074035,0.25
289,พีชคณิต,ปฏิบัติการ,0.2251946,0.47
290,ลูกสูบ,เครื่องยนต์,0.56211436,2.08
291,ทุนการศึกษา,ค่าเทอม,0.4527961,2.56
292,หนังสือ,ต้นฉบับ,0.30656707,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.38281316,2.59
294,หลุมดำ,สุญญากาศ,0.26999053,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.53379583,2.67
296,บทบรรณาธิการ,ข่าว,0.44059426,2.44
297,การตกแต่ง,ซอง,0.08209945,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.2915532,1.98
299,ข้าวโพด,ข้าวโพด,0.99999994,4.0
300,โรคไบโพล่าร์,ปัญหา,0.3837996,1.2
301,กรด,ด่าง,0.621464,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,0.11743337,0.92
303,การปฏิวัติเขียว,ทาสี,0.22721677,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.27983367,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.37715453,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.39909384,1.3
307,เครื่องหมาย,แก้ว,0.116638236,0.13
308,คฤหาสน์,ประติมากร,0.3206153,0.75
309,บรรยากาศ,โอโซน ,0.3538027,2.66
310,โล่,โล่กลมเล็ก,0.3550645,3.56
311,เหรียญ,การชำระเงิน,0.1932643,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.24183439,1.72
313,พระ,ไม้กางเขน,0.32467577,1.58
314,เรือปืน,ชายฝั่ง,0.3450377,1.33
315,หิน,เหมือง,0.40097803,2.17
316,ตำนาน,คุณธรรม,0.20602508,0.27
317,แชมป์,ผู้ชนะ,0.38714907,3.73
318,ลูกเต๋า,ลูกบาศก์,0.23978612,2.84
319,โทโพโลจี,โครงสร้าง,0.2311631,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.28402045,0.06
321,กระแสเงินสด,แม่น้ำ,0.17107038,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.6951835,3.3
323,เมตริกซ์,โมเลกุล,0.4428173,0.89
324,แฟชั่น,สไตล์,0.447464,2.95
325,ธัชวิทยา,ธง,0.13709864,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.34595662,1.91
327,น้ำพุร้อน,น้ำพุ,0.7635536,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.59022313,2.38
329,ชายหาด,ชายฝั่ง,0.53409445,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.70797765,2.55
331,ประเพณี,หัตถกรรม,0.46751222,1.22
332,นิยาย,นักเขียน,0.65759164,2.08
333,แซนด์วิช,ซับเวย์,0.33094764,1.8
334,อคูสติก,เสียง,0.48682773,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.5032118,2.14
336,นักเขียน,ของขวัญ,0.20070238,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.100179635,0.06
338,เมฆ,หน้าต่าง,0.29246607,0.23
339,เจเพก,พีดีเอฟ,0.36841154,2.77
340,ผู้กำกับ,เจ้านาย,0.2794912,1.89
341,ภาษี,เบรกซิต,0.23835167,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.7937781,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.39098158,3.17
344,การรักษา,การผ่าตัด,0.52279097,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.33929887,1.38
346,การจดข้อความ,การมอบหมาย,0.44651365,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.24484044,0.0
348,โซเดียมคลอไรด์,เกลือ,0.5550943,3.22
349,รายได้,คุณภาพชีวิต,0.41469717,1.66
350,พินัยกรรม,ความตั้งใจ,0.2989688,1.16
351,เข็มทิศ,ช้าง,0.15197816,0.19
352,ภาคต่อ,กล้อง,0.15311287,0.22
353,ภาพยนตร์,ฟิล์ม,0.31228238,2.52
354,นายสิบ,ปืน,0.26184058,1.48
355,โรงโม่,เมล็ด,0.20295063,1.27
356,ไอศกรีม,อาหารเช้า,0.4080773,0.78
357,กุญแจ,ล็อค,0.43798143,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.75477725,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.6172636,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.45896858,2.39
361,กล้าไม้,ใบ,0.29576972,1.89
362,ฝน,ลูกเห็บ,0.56932193,1.97
363,ความสุข,ความเศร้า,0.528477,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.41903478,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.5239651,2.45
366,รถยนต์,รถบรรทุก,0.460727,3.0
367,อาหาร,โปรแกรม,0.14928426,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.48849848,2.5
369,งู,กิ้งก่า,0.43768725,2.33
370,สับปะรด,สมาร์ทโฟน,0.17933716,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.29632026,3.63
372,เซลเซียส,ไมโครซอฟต์,0.20437317,0.06
373,รวม,อ้อย,0.11205223,0.06
374,ยีนส์,ผุ้หญิง,0.39180785,1.03
375,เมตริกซ์,เวกเตอร์,0.3693372,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.3229091,3.69
377,โค้ช,ผู้เล่น,0.40243524,2.11
378,หิน,ไม้,0.3619458,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.335755,0.67
380,ตันฉบับ,บทความ,0.32700816,1.89
381,จีเมล,ยาฮู,0.37939182,3.17
382,ตัวเก็บประจุ,ไดโอด,0.53215986,2.88
383,คอรัปชั่น,การโกง,0.5479829,3.81
384,โคคาโคล่า,โค้ก,0.45429987,3.92
385,เพลโต,อริสโตเติล,0.62319833,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.6861634,2.3
387,หัวฉีด,ของเหลว,0.42561978,1.22
388,สัทวิทยา,จอภาพ,0.20177093,0.77
389,ซาร่า,ถุงน่อง,0.24382226,0.17
390,ฟุตบอล,ซอคเกอร์,0.2806357,3.73
391,เชื้อโรค,เชื้อโรค,1.0000001,4.0
392,สาธารณรัฐ,ดยุค,0.3352186,0.48
393,ลูกบอล,ทรงกลม,0.34673747,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.43298098,0.06
395,หน้ากาก,ปาร์ตี้,0.23242211,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.52556956,3.52
397,ทางหลวง,ถนน,0.672272,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.41649535,2.06
399,ภาพประกอบ,ตุ่ม,0.12529701,0.13
400,มานุษยวิทยา,โบราณคดี,0.6346279,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.33158857,0.31
402,น้ำผลไม้,ช้อน,0.38829944,0.16
403,บริษัทยาไฟเซอร์,ยา,0.2482244,2.14
404,รถบรรทุก,พัสดุ,0.25585198,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.47799295,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,0.3114445,0.06
407,มหาเศรษฐี,คนจรจัด,0.24785991,1.91
408,ตอน,บท,0.30779105,3.42
409,ค่าอนันต์,ศูนย์,0.22297822,1.41
410,คนใช้,ทาส,0.28545788,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.55328447,3.44
412,ภาวะโลกร้อน,ความร้อน,0.41748062,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.76559067,3.8
414,ท้องฟ้า,ความฝัน,0.3270035,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.24615845,0.06
416,ปุ๋ย,การเติบโต,0.26894987,1.91
417,แฮชแท็ก,หัวข้อ,0.24615614,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.754021,2.67
419,นิทเช,เชลซี,0.356153,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.23993728,1.08
421,สาขา,แขน,0.12470017,0.63
422,เหยื่อ,โทรศัพท์,0.15578021,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.41139856,0.19
424,หิมะถล่ม,หิมะ,0.73636955,2.34
425,ครู,นักเรียน,0.597991,2.25
426,ปศุสัตว์,โยเกิร์ต,0.15013947,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.98886997,4.0
428,ขั้วโลกใต้,เต้นรำ,0.30456907,0.06
429,อัยการ,ทนาย,0.5710476,2.56
430,แรคเก็ต,ลูกบอล,0.19546242,1.17
431,สินเชื่อธนาคาร,หนี้,0.63011014,2.55
432,มุมมอง,ระยะทาง,0.21941034,0.47
433,เฟเดอเรอร์,ดีแลน,0.35556573,1.19
434,ทนายความ,แกลเลอรี่,0.17734237,0.06
435,อายุขัย,ค่าสถิติ,0.29403892,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.55596215,0.83
437,สหภาพยุโรป,มอสโคว์,0.34942684,1.2
438,โลก,เอเซีย,0.30921006,1.94
439,เพนท์,โฟโต้ชอป,0.5031874,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.584682,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.37125248,0.75
442,จิตใจ,สมอง,0.44908398,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.6030597,3.09
444,ฆ้อน,ฟัน,0.31473085,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,1.0000001,3.94
446,กระโปรง,นาฬิกา,0.15236951,0.66
447,โอเปร่า,ภาพยนตร์,0.45196387,1.58
448,ครู,ผู้สอน,0.5532826,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.11836729,0.06
450,การถดถอย,จีดีพี,0.4588346,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.8557333,3.45
452,คนไข้,เซสชั่น,0.166402,0.25
453,พฤติกรรมนิยม,การบำบัด,0.3261672,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.3155193,1.27
455,นักคณิตศาสตร์,แสดง,0.20070907,0.48
456,เอนโทรปี,สารสนเทศ,0.31407073,0.95
457,น้ำกุหลาบ,น้ำมันดอกกุหลาบ,0.7687785,2.81
