,w1,w2,predict,actual
54,เพนนี,ต่อรอง,0.051348347,0.61
55,พรรคการเมือง,สมาคม,0.30539653,2.31
56,สึนามิ,ทะเล,-0.14654647,2.14
57,นกกระจอกเทศ,สวนกล้วยไม้,0.3099225,0.06
58,อบเชย,ลูกอม,0.2357038,0.38
59,ไม้กวาด,ฝุ่น,0.30375642,2.19
60,แกแลคซี่,นักดาราศาสตร์,0.21249853,2.13
61,น้ำผลไม้,มิลค์เชค,0.041929916,2.31
62,มู่ลี่,ม่าน,0.56236565,3.38
63,อาชญากร,ผู้กระทำผิด,0.08417759,3.58
64,มะเร็งตับอ่อน,การทำคีโม,0.37721962,2.05
65,อดีต,มาก่อน,0.23648171,2.86
66,สหประชาชาติ,รัฐสภายุโรป,0.2872731,2.85
67,เพลง,ผู้แสดง,0.05552182,1.41
68,ปืน,โน๊ตบุ๊ค,0.18448485,0.0
69,สารสื่อประสาท,ม่านตา,0.25755304,1.77
70,อักษร,ปากกา,0.16892196,1.78
71,ประสานเสียง,นักร้อง,0.5612385,2.36
72,ไม้,ผ้าห่ม,0.25996232,0.06
73,ทหาร,สันติภาพ,0.36209118,1.69
74,ชาวอังกฤษ,ชาวอเมริกัน,0.54175764,2.78
75,กิ้งก่า,จระเข้,0.32284695,2.41
76,เงิน,เงินสด,0.5748237,3.7
77,ปลาหมึกพอล,ปลาหมึกยักษ์,0.6632286,3.48
78,ปฏิทิน,วันหยุด,0.28703073,1.98
79,เบส,สารเคมี,0.12626596,2.23
80,รัฐบาล,กิ้งก่า,0.185348,0.13
81,เงินเยน,การฟอกเงิน,0.15218492,1.09
82,ดีพไมนด์,กูเกิ้ล ดีพไมนด์,0.7809101,2.95
83,หมากรุก,รุก,0.27223203,1.45
84,โคลง,ความงาม,0.15908621,0.8
85,คนงาน,สำนักงาน,0.14041743,1.58
86,เงินตรา,แลกเปลี่ยน,0.28404367,1.78
87,ใยสังเคราะห์,ฝ้าย,0.17026237,2.58
88,ศาล,ยุติธรรม,0.47801057,2.3
89,หาง,ท้าย,0.2613146,2.91
90,อุบัติเหตุ,หนังสือ,0.13806154,0.06
91,พายุ,ลม,0.3285363,2.77
92,เปียโน,ประสานเสียง,0.51933,1.95
93,สุลต่าน,กระทรวง,0.16852173,0.72
94,ทะเลทราย,เนินทราย,0.75871867,2.5
95,การคูณ,การหาร,0.15717636,2.75
96,ไวรัส,เลือด,0.33387974,1.41
97,ยุคน้ำแข็ง,พระราชบัญญัติ,0.5020281,0.0
98,ดาบ,สภาพแวดล้อม,0.23452905,0.06
99,โรงเรียนประถม,ปากกา,0.20558427,0.78
100,จิ้งหรีด,ผู้สนับสนุน,0.0735723,0.0
101,ประติมากรรม,รูปปั้น,0.28617558,3.52
102,เว็บเบราเซอร์,ไฟร์ฟอกซ์,0.54197425,3.25
103,ฟอกซ์ เทอร์เรียร์,แคนอน,0.22725137,0.61
104,เอชเอสบีซี,ประเทศอังกฤษ,0.25560743,0.73
105,คัมภีร์ไบเบิ้ล,พระกิตติคุณ,0.3815804,1.81
106,ชุดเดรส,เต้นรำ,0.05792226,1.83
107,แถว,รายการ,0.20084096,2.03
108,กรง,คุก,0.27187335,3.22
109,เรียงความ,การบ้าน,0.20435432,1.95
110,คอมพิวเตอร์,เครื่องจักร,0.32654664,3.02
111,หมีแพนด้า,หมีขาว,0.32393503,3.06
112,โรคประสาทพิการ,จิตใจ,0.35589397,1.34
113,รณรงค์,ลิง,0.0694734,0.25
114,ค่าคงที่ฟาราเดย์,เครื่องหลัง,0.42035633,0.06
115,วัง,ตึกระฟ้า,0.11186481,1.56
116,เฮลิคอปเตอร์,เครื่องบิน,0.28843936,2.88
117,มหาวิทยาลัยเคมบริดจ์,มหาวิทยาลัยออกซ์ฟอร์ด,0.7421425,3.16
118,ธง,เสา,0.3841978,2.19
119,หน้าต่าง,หลังคา,0.3761227,2.14
120,เกมการ์ด,ร่อน,0.176967,0.09
121,มัลแวร์,เวิร์ม,0.35743025,3.11
122,ดาวเคราะห์,ดาวฤกษ์,0.24724068,2.97
123,นักวิ่ง,นักกีฬา,0.24885812,3.02
124,เครื่องวัด,ร่ม,0.27061543,0.06
125,ไวไฟ,วิกิลีก,0.092207775,0.31
126,แล้ง,น้ำ,0.44035953,1.75
127,สนามบิน,ชิ้น,0.1505526,0.13
128,ออเคสตร้า,วงดนตรี,-0.019837875,2.78
129,โมจิโต,โมฮิโต,0.07430452,3.05
130,แผนการสอน,การสอบ,0.22035827,2.05
131,ทฤษฎีบท,ทฤษฎี,0.43864125,3.45
132,โยโย,ของเล่น,-0.0066204513,2.53
133,พายุหิมะ,ฝน,-0.028901773,2.05
134,นักประวัติศาสตร์,นักประวัติศาสตร์นิพนธ์,0.8204328,3.03
135,ซีเมนส์,รถไฟไฟฟ้า,0.56235135,0.41
136,ศตวรรษ,ปี,0.23914891,2.77
137,โลหะผสม,เหล็กกล้า,0.25185347,3.11
138,ผู้พิพากษา,ผู้พิพากษา,1.0,4.0
139,ความโกลาหล,ชั้นเรียน,0.5823732,0.31
140,การศึกษาทางไกล,อินเทอร์เน็ต,0.16641137,2.14
141,ทราย,เท้า,0.22247554,0.34
142,ไอเอ็มเอฟ,ธนาคารดอยซ์,0.36599034,2.13
143,นิตยสารการ์เดียน,นิตยสารไทม์,0.6010957,3.17
144,ตัวไหม,ทางสายไหม,0.19712798,0.0
145,อิสรภาพ,โอเอซิส,0.2086709,0.06
146,ไซโทพลาซึม,เลขโดด,-0.12689407,0.13
147,นิกายโปรแตสแตนท์,ชาวคริสต์,0.5604242,2.55
148,ลีโอ นาร์โดดาวินชี,พระกระยาหารมื้อสุดท้าย,0.5526317,1.5
149,แผนที่,จัตุรัส,0.18039112,1.02
150,รัฐสภา,สภาคองเกรส,0.42123353,2.98
151,การระดมทุน,การพัฒนา,0.23670882,1.77
152,พยาธิวิทยา,โลหิตวิทยา,0.7220435,1.91
153,หุบเขา,พายุดีเปรสชัน,0.21019949,0.72
154,กล้องโทรทรรศน์,เก้าอี้,0.106930524,0.09
155,โลหะหนัก,เวที,0.29694098,0.14
156,โลกาภิวัฒน์,วีซ่า,0.056538153,0.81
157,ค้างคาว,แวมไพร์,0.34580463,1.98
158,รองหัวหน้า,เจ้าหน้าที่,0.66409296,2.19
159,ไฟฟ้า,กรณี,0.27891865,0.19
160,คนต่างด้าว,คนนอกพื้นที่,0.46479774,3.27
161,กระดุม,จักรเย็บผ้า,0.1819278,1.75
162,พ่อมด,สายเคเบิ้ล,0.20654693,0.0
163,นักปรัชญา,การแข่งขัน,0.52644134,0.58
164,ข้าวโพดคั่ว,โรงภาพยนตร์,0.5254796,1.8
165,การเกษตร,พืช,0.54795843,2.25
166,กวี,นักข่าว,0.12428164,0.89
167,อากาศ,คลื่น,0.36326182,1.23
168,อารยธรรม,วิถีการดำเนินชีวิต,0.30370355,2.61
169,หิมะ,น้ำแข็ง,0.25058594,2.92
170,สงครามโลกครั้งที่ 2,บีโธเฟ่น,0.014281934,0.25
171,แผงวงจรหลัก,เมนบอร์ด,0.019905595,3.66
172,สมาคม,เครื่องหมาย,0.24244632,0.84
173,อเล็กซานเดอร์มหาราช,ผู้พิชิต,0.5090798,2.44
174,แอพ,กาแลคซี่,0.16106728,0.06
175,การคำนวณแบบคลาวด์,ฝน,-0.03534227,0.25
176,โทรทัศน์,นักแสดงชาย,0.059321415,1.67
177,สันดอน,ทะเล,0.3731652,1.83
178,เส้นด้าย,ด้าย,0.3381214,4.0
179,ทางข้ามถนน,บุคคล,0.16034032,0.5
180,โปรตีน,ที่จับ,0.079693295,0.06
181,วงยูทู,โรนัลโด้,0.10404734,0.06
182,แอปเปิ้ล,ไอโฟน,0.32929736,1.92
183,เปปเปอร์มินท์,หมากฝรั่ง,0.5548208,2.27
184,โปสเตอร์,บทความ,0.2254012,1.55
185,ยูนิเซฟ,ราก,0.051183745,0.06
186,โรคเกลียดกลัวชาวต่างชาติ,ลัทธิเหยียดผิว,0.66837573,1.44
187,วูดดี อัลเลน,เลนส์,0.15610977,0.58
188,ตะเกียง,จีนนี่,0.17298076,1.61
189,กองทัพเรือ,เกาะ,0.31266192,0.97
190,กำแพง,ปราสาท,0.4325871,1.78
191,ไดโนเสาร์,ช้าง,0.25286132,2.14
192,หอนาฬิกา,หิน,0.15084833,0.38
193,ตะวันออกกลาง,แม่น้ำยูเฟรติส,0.20163617,1.63
194,ทุ่งหญ้า,ทุ่งหญ้า,1.0,4.0
195,กีต้าร์,ไวโอลิน,0.39995295,3.03
196,การทูต,การต่อรอง,0.0646056,2.22
197,แรงโน้มถ่วง,ดาวตก,0.22104922,1.53
198,ไอคิว,สถาบันเมนซ่า,0.15855098,1.75
199,ธงชาติอังกฤษ,ธง,0.07372767,2.95
200,แผ่นดินไหว,การสั่นสะเทือน,0.35386348,2.94
201,ทรัพย์สิน,หุ้น,0.34091103,2.38
202,ฮิบรู,เยรูซาเล็ม,0.07392353,2.31
203,มืดครึ้ม,พยากรณ์,0.2053961,1.02
204,พจนานุกรม,สารานุกรม,0.572213,3.13
205,มินท์,พิพิธภัณฑ์,0.063007146,0.0
206,เก้าอี้,ม้านั่ง,0.3264296,3.31
207,ชาวสเปน,ความชื้น,0.2250316,0.06
208,กระป๋อง,ขวด,0.5814749,2.8
209,แมลงวัน,มด,0.28863153,2.5
210,ตำนาน,เรื่องเสียดสี,0.27642596,0.67
211,ใจกลางเมือง,รถประจำทาง,0.19260722,1.13
212,หาง,โบอิ้ง 747-200,0.17121086,0.78
213,งานศิลป์,ศิลปิน,0.24645321,2.31
214,นาโต้,พันธมิตร,0.06251781,2.52
215,กษัตริย์,ผู้ปกครอง,0.31629738,3.33
216,จังหวะ,จังหวะ,1.0000001,4.0
217,อเล็กซานเดอร์ เฟลมมิง,ยาเพนนิซิลิน,0.19782886,0.73
218,ฟลุ๊ต,ดนตรี,0.2094684,2.08
219,นกกระสานวล,ทะเลสาบ,0.061646923,1.53
220,ความหนืด,กระเซ็น,0.14422329,0.86
221,ฮาร์ดแวร์,เคส,0.2597157,1.36
222,แหวน,การหมั้น,0.24456125,2.28
223,ภาษาละติน,ภาษาเยอรมัน,0.77028066,2.63
224,ชนชั้นแรงงาน,โรงงาน,0.29807702,1.83
225,เชกสเปียร์,ดิกคินส์,0.47099218,2.22
226,ธนบัตร,นักบวช,0.13832127,0.13
227,เครื่องมือ,งาน,0.4236855,1.52
228,หมูแคระ,สัตว์พวกหมู,0.6784757,3.08
229,สิทธิเลือกตั้ง,ทางออก,0.2416435,0.48
230,ดวงดาว,ความสว่าง,0.28793457,1.83
231,ปลาเทราท์,กีตาร์,0.09790687,0.0
232,ดอลลาร์,เศรษฐี,0.24502517,1.48
233,ตัวเลข,เลข,0.6106724,4.0
234,ลมแรง,ผ้าห่ม,0.1314447,0.53
235,โอบามา,คลินตัน,0.16588955,2.38
236,ตัวประกอบ,ภาพยนตร์,0.39892322,2.23
237,ยูเวนตุส,บาเยิร์น มิวนิค,0.15038867,2.7
238,อากาศเปลี่ยน,ฝนตก,0.18427575,1.67
239,เอไอ,แบตเตอรี่,0.042882584,0.56
240,งานชิ้นเอก,โมนาลิซ่า,0.4796096,1.98
241,อาชญากรรม,การโจมตี,0.26674947,2.55
242,ราชาภิเษก,น้ำ,0.15652852,0.13
243,นักร้องนำ,สต๊าฟ,0.09681085,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.5766068,1.44
245,กองทัพ,การป้องกัน,0.20997013,1.86
246,ทะเลสาบ,เมฆ,0.1634076,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.16021048,0.06
248,ภาษาแม่,ภาษา,0.1387262,2.72
249,ท่าเรือ,เสื้อคลุม,0.22172885,0.19
250,ปีศาจ,เทพ,0.36644524,2.52
251,ปริศนา,สัญลักษณ์,0.20629852,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.67103314,2.48
253,อิสรภาพ,อิสรภาพ,0.99999994,4.0
254,ไต้ฝุ่น,ไซโคลน,0.38385192,3.28
255,คู่มือ,คู่มือแนะนำ,0.46587142,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.5906365,3.86
257,เจ้าหญิง,บิสกิต,0.15098289,0.38
258,รถไฟ,รถราง,0.1365256,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.29309428,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.21170476,0.73
261,ทอง,สังกะสี,0.36340335,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.16879569,0.06
263,อเมซอน,ป่า,0.040104855,2.22
264,เทนนิส,สถิติ,0.25805184,0.53
265,โบลซาโน,ทฤษฎีบท,0.14759208,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.48861113,0.42
267,เรือ,ต้นไม้,0.19888723,0.31
268,บัลลังก์,ดาบ,0.2602596,0.91
269,ฝ้าย,เสื้อหนาว,0.21983743,1.69
270,เชอรี่,สตรอเบอรี่,0.831865,2.78
271,อิสลาม,กุรอาน,0.2684258,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.26374394,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.24651434,0.56
274,บุคลิก,บุคคล,0.3676948,1.55
275,รถถัง,รถยนต์,0.004529771,2.52
276,ดาวพุธ,ดาวพฤหัส,-0.14397922,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.13708924,1.27
278,เลือด,ร่างกาย,0.48090643,2.17
279,ความกลัวอิสลาม,ไอซิส,0.261373,1.3
280,ถักไหมพรม,เครื่องแบบ,0.3445537,0.77
281,ฮาดูป,จอสัมผัส,0.10173592,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.4142128,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.32727036,1.34
284,พี่สาว,พี่ชาย,-0.056084044,2.98
285,ดินสอ,เรื่องราว,0.14025405,0.59
286,กลาก,โรคผิวหนัง,0.1502188,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.1616668,2.67
288,มงกุฎ,กุญแจ,0.25795114,0.25
289,พีชคณิต,ปฏิบัติการ,0.17837171,0.47
290,ลูกสูบ,เครื่องยนต์,0.5672738,2.08
291,ทุนการศึกษา,ค่าเทอม,0.52560854,2.56
292,หนังสือ,ต้นฉบับ,0.23838925,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.029639846,2.59
294,หลุมดำ,สุญญากาศ,0.24206349,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.42331058,2.67
296,บทบรรณาธิการ,ข่าว,0.34452787,2.44
297,การตกแต่ง,ซอง,0.09772761,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.2620895,1.98
299,ข้าวโพด,ข้าวโพด,1.0,4.0
300,โรคไบโพล่าร์,ปัญหา,0.06765316,1.2
301,กรด,ด่าง,0.43996885,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,-0.07591415,0.92
303,การปฏิวัติเขียว,ทาสี,0.15287566,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.476046,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.295065,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.17247283,1.3
307,เครื่องหมาย,แก้ว,0.14566241,0.13
308,คฤหาสน์,ประติมากร,0.14270419,0.75
309,บรรยากาศ,โอโซน ,0.20607434,2.66
310,โล่,โล่กลมเล็ก,0.1266691,3.56
311,เหรียญ,การชำระเงิน,0.15982105,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.58604425,1.72
313,พระ,ไม้กางเขน,0.198609,1.58
314,เรือปืน,ชายฝั่ง,0.3181047,1.33
315,หิน,เหมือง,0.46592942,2.17
316,ตำนาน,คุณธรรม,0.25667158,0.27
317,แชมป์,ผู้ชนะ,0.2562036,3.73
318,ลูกเต๋า,ลูกบาศก์,0.29238513,2.84
319,โทโพโลจี,โครงสร้าง,0.24417412,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.38343892,0.06
321,กระแสเงินสด,แม่น้ำ,0.23969251,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.38131163,3.3
323,เมตริกซ์,โมเลกุล,0.2025191,0.89
324,แฟชั่น,สไตล์,0.5113013,2.95
325,ธัชวิทยา,ธง,-0.11726139,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.28242382,1.91
327,น้ำพุร้อน,น้ำพุ,0.35728538,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.41331962,2.38
329,ชายหาด,ชายฝั่ง,0.49173763,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.8099708,2.55
331,ประเพณี,หัตถกรรม,0.3041592,1.22
332,นิยาย,นักเขียน,0.11963096,2.08
333,แซนด์วิช,ซับเวย์,0.37230468,1.8
334,อคูสติก,เสียง,0.27790442,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.30046937,2.14
336,นักเขียน,ของขวัญ,0.44740027,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.15826437,0.06
338,เมฆ,หน้าต่าง,0.2585152,0.23
339,เจเพก,พีดีเอฟ,0.3715413,2.77
340,ผู้กำกับ,เจ้านาย,0.41235474,1.89
341,ภาษี,เบรกซิต,0.17641622,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.73314434,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.49086443,3.17
344,การรักษา,การผ่าตัด,0.5672263,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.59847194,1.38
346,การจดข้อความ,การมอบหมาย,0.40563387,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.20927198,0.0
348,โซเดียมคลอไรด์,เกลือ,0.316193,3.22
349,รายได้,คุณภาพชีวิต,0.36319372,1.66
350,พินัยกรรม,ความตั้งใจ,0.21180938,1.16
351,เข็มทิศ,ช้าง,0.27238694,0.19
352,ภาคต่อ,กล้อง,0.043452375,0.22
353,ภาพยนตร์,ฟิล์ม,0.4378029,2.52
354,นายสิบ,ปืน,0.09591026,1.48
355,โรงโม่,เมล็ด,0.008365977,1.27
356,ไอศกรีม,อาหารเช้า,0.26863122,0.78
357,กุญแจ,ล็อค,0.39675885,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.6133986,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.4095725,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.3193472,2.39
361,กล้าไม้,ใบ,0.0084125055,1.89
362,ฝน,ลูกเห็บ,0.40768313,1.97
363,ความสุข,ความเศร้า,0.74836093,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.3194179,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.55127287,2.45
366,รถยนต์,รถบรรทุก,0.21056433,3.0
367,อาหาร,โปรแกรม,0.26946664,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.63322973,2.5
369,งู,กิ้งก่า,0.39102677,2.33
370,สับปะรด,สมาร์ทโฟน,0.052369334,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.3513403,3.63
372,เซลเซียส,ไมโครซอฟต์,0.14108573,0.06
373,รวม,อ้อย,0.13087478,0.06
374,ยีนส์,ผุ้หญิง,0.25726807,1.03
375,เมตริกซ์,เวกเตอร์,0.53152865,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.13865742,3.69
377,โค้ช,ผู้เล่น,0.18455479,2.11
378,หิน,ไม้,0.4208386,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.26410368,0.67
380,ตันฉบับ,บทความ,0.22667098,1.89
381,จีเมล,ยาฮู,-0.03987609,3.17
382,ตัวเก็บประจุ,ไดโอด,-0.0045812423,2.88
383,คอรัปชั่น,การโกง,-0.039835483,3.81
384,โคคาโคล่า,โค้ก,0.0943878,3.92
385,เพลโต,อริสโตเติล,0.33758652,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.59644824,2.3
387,หัวฉีด,ของเหลว,0.10078175,1.22
388,สัทวิทยา,จอภาพ,0.115769096,0.77
389,ซาร่า,ถุงน่อง,0.3553945,0.17
390,ฟุตบอล,ซอคเกอร์,0.25029606,3.73
391,เชื้อโรค,เชื้อโรค,1.0,4.0
392,สาธารณรัฐ,ดยุค,-0.11627477,0.48
393,ลูกบอล,ทรงกลม,0.1517143,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.4091752,0.06
395,หน้ากาก,ปาร์ตี้,0.27057981,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.41522753,3.52
397,ทางหลวง,ถนน,0.5623303,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.57579315,2.06
399,ภาพประกอบ,ตุ่ม,0.04080143,0.13
400,มานุษยวิทยา,โบราณคดี,0.5298528,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.5032711,0.31
402,น้ำผลไม้,ช้อน,0.09921559,0.16
403,บริษัทยาไฟเซอร์,ยา,-0.06437217,2.14
404,รถบรรทุก,พัสดุ,0.1986086,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.6026047,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,-0.0013958837,0.06
407,มหาเศรษฐี,คนจรจัด,0.5503766,1.91
408,ตอน,บท,0.16793598,3.42
409,ค่าอนันต์,ศูนย์,0.24621154,1.41
410,คนใช้,ทาส,0.3044769,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.7619484,3.44
412,ภาวะโลกร้อน,ความร้อน,0.6943496,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.8100283,3.8
414,ท้องฟ้า,ความฝัน,0.18400262,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.12682562,0.06
416,ปุ๋ย,การเติบโต,0.25942487,1.91
417,แฮชแท็ก,หัวข้อ,0.16710824,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.76624733,2.67
419,นิทเช,เชลซี,0.21940686,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.6084862,1.08
421,สาขา,แขน,0.17978425,0.63
422,เหยื่อ,โทรศัพท์,0.23508677,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.5426707,0.19
424,หิมะถล่ม,หิมะ,0.40909606,2.34
425,ครู,นักเรียน,0.6356096,2.25
426,ปศุสัตว์,โยเกิร์ต,0.1637113,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.9773442,4.0
428,ขั้วโลกใต้,เต้นรำ,0.13663208,0.06
429,อัยการ,ทนาย,0.47709832,2.56
430,แรคเก็ต,ลูกบอล,0.15157239,1.17
431,สินเชื่อธนาคาร,หนี้,0.26368287,2.55
432,มุมมอง,ระยะทาง,0.27581167,0.47
433,เฟเดอเรอร์,ดีแลน,0.33944213,1.19
434,ทนายความ,แกลเลอรี่,0.14885099,0.06
435,อายุขัย,ค่าสถิติ,0.16641319,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.50054234,0.83
437,สหภาพยุโรป,มอสโคว์,0.16650805,1.2
438,โลก,เอเซีย,0.39093304,1.94
439,เพนท์,โฟโต้ชอป,0.14561242,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.5603708,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.101790115,0.75
442,จิตใจ,สมอง,0.41996816,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.33791682,3.09
444,ฆ้อน,ฟัน,0.2635963,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,0.99999994,3.94
446,กระโปรง,นาฬิกา,0.10813804,0.66
447,โอเปร่า,ภาพยนตร์,0.23694104,1.58
448,ครู,ผู้สอน,0.08368248,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.37109485,0.06
450,การถดถอย,จีดีพี,0.3344114,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.8590367,3.45
452,คนไข้,เซสชั่น,0.059547447,0.25
453,พฤติกรรมนิยม,การบำบัด,0.5797338,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.3166289,1.27
455,นักคณิตศาสตร์,แสดง,0.20892753,0.48
456,เอนโทรปี,สารสนเทศ,0.21858622,0.95
