,w1,w2,predict,actual
101,ประติมากรรม,รูปปั้น,0.57591355,3.52
102,เว็บเบราเซอร์,ไฟร์ฟอกซ์,0.6878274,3.25
103,ฟอกซ์ เทอร์เรียร์,แคนอน,0.47740036,0.61
104,เอชเอสบีซี,ประเทศอังกฤษ,0.3159918,0.73
105,คัมภีร์ไบเบิ้ล,พระกิตติคุณ,0.32341924,1.81
106,ชุดเดรส,เต้นรำ,0.3085224,1.83
107,แถว,รายการ,0.16659085,2.03
108,กรง,คุก,0.23173565,3.22
109,เรียงความ,การบ้าน,0.3510879,1.95
110,คอมพิวเตอร์,เครื่องจักร,0.44054443,3.02
111,หมีแพนด้า,หมีขาว,0.5953705,3.06
112,โรคประสาทพิการ,จิตใจ,0.45984668,1.34
113,รณรงค์,ลิง,0.13151373,0.25
114,ค่าคงที่ฟาราเดย์,เครื่องหลัง,0.32679516,0.06
115,วัง,ตึกระฟ้า,0.21841544,1.56
116,เฮลิคอปเตอร์,เครื่องบิน,0.6873045,2.88
117,มหาวิทยาลัยเคมบริดจ์,มหาวิทยาลัยออกซ์ฟอร์ด,0.9175646,3.16
118,ธง,เสา,0.331789,2.19
119,หน้าต่าง,หลังคา,0.63675237,2.14
120,เกมการ์ด,ร่อน,0.1316788,0.09
121,มัลแวร์,เวิร์ม,0.36991277,3.11
122,ดาวเคราะห์,ดาวฤกษ์,0.7688098,2.97
123,นักวิ่ง,นักกีฬา,0.36733735,3.02
124,เครื่องวัด,ร่ม,0.14002678,0.06
125,ไวไฟ,วิกิลีก,0.3377069,0.31
126,แล้ง,น้ำ,0.41212848,1.75
127,สนามบิน,ชิ้น,0.1378909,0.13
128,ออเคสตร้า,วงดนตรี,0.582795,2.78
129,โมจิโต,โมฮิโต,0.6342158,3.05
130,แผนการสอน,การสอบ,0.6545631,2.05
131,ทฤษฎีบท,ทฤษฎี,0.64620733,3.45
132,โยโย,ของเล่น,0.27885738,2.53
133,พายุหิมะ,ฝน,0.5536141,2.05
134,นักประวัติศาสตร์,นักประวัติศาสตร์นิพนธ์,0.9077503,3.03
135,ซีเมนส์,รถไฟไฟฟ้า,0.5740656,0.41
136,ศตวรรษ,ปี,0.2968686,2.77
137,โลหะผสม,เหล็กกล้า,0.57257605,3.11
138,ผู้พิพากษา,ผู้พิพากษา,1.0,4.0
139,ความโกลาหล,ชั้นเรียน,0.18035418,0.31
140,การศึกษาทางไกล,อินเทอร์เน็ต,0.27043787,2.14
141,ทราย,เท้า,0.2508594,0.34
142,ไอเอ็มเอฟ,ธนาคารดอยซ์,0.6264566,2.13
143,นิตยสารการ์เดียน,นิตยสารไทม์,0.83093816,3.17
144,ตัวไหม,ทางสายไหม,0.35881987,0.0
145,อิสรภาพ,โอเอซิส,0.20640872,0.06
146,ไซโทพลาซึม,เลขโดด,0.28794885,0.13
147,นิกายโปรแตสแตนท์,ชาวคริสต์,0.56222314,2.55
148,ลีโอ นาร์โดดาวินชี,พระกระยาหารมื้อสุดท้าย,0.5170261,1.5
149,แผนที่,จัตุรัส,0.25478387,1.02
150,รัฐสภา,สภาคองเกรส,0.63584495,2.98
151,การระดมทุน,การพัฒนา,0.48304588,1.77
152,พยาธิวิทยา,โลหิตวิทยา,0.72476244,1.91
153,หุบเขา,พายุดีเปรสชัน,0.20326433,0.72
154,กล้องโทรทรรศน์,เก้าอี้,0.19207864,0.09
155,โลหะหนัก,เวที,0.05668266,0.14
156,โลกาภิวัฒน์,วีซ่า,0.189738,0.81
157,ค้างคาว,แวมไพร์,0.44745666,1.98
158,รองหัวหน้า,เจ้าหน้าที่,0.3898357,2.19
159,ไฟฟ้า,กรณี,0.2013244,0.19
160,คนต่างด้าว,คนนอกพื้นที่,0.46113223,3.27
161,กระดุม,จักรเย็บผ้า,0.43747327,1.75
162,พ่อมด,สายเคเบิ้ล,0.30791247,0.0
163,นักปรัชญา,การแข่งขัน,0.11527202,0.58
164,ข้าวโพดคั่ว,โรงภาพยนตร์,0.22942454,1.8
165,การเกษตร,พืช,0.4219977,2.25
166,กวี,นักข่าว,0.3492636,0.89
167,อากาศ,คลื่น,0.2681328,1.23
168,อารยธรรม,วิถีการดำเนินชีวิต,0.32939363,2.61
169,หิมะ,น้ำแข็ง,0.5931011,2.92
170,สงครามโลกครั้งที่ 2,บีโธเฟ่น,0.26941496,0.25
171,แผงวงจรหลัก,เมนบอร์ด,0.45580795,3.66
172,สมาคม,เครื่องหมาย,0.17810473,0.84
173,อเล็กซานเดอร์มหาราช,ผู้พิชิต,0.46648106,2.44
174,แอพ,กาแลคซี่,0.26102245,0.06
175,การคำนวณแบบคลาวด์,ฝน,0.14114463,0.25
176,โทรทัศน์,นักแสดงชาย,0.43782538,1.67
177,สันดอน,ทะเล,0.54945135,1.83
178,เส้นด้าย,ด้าย,0.7932217,4.0
179,ทางข้ามถนน,บุคคล,0.14834195,0.5
180,โปรตีน,ที่จับ,0.46237198,0.06
181,วงยูทู,โรนัลโด้,0.25730965,0.06
182,แอปเปิ้ล,ไอโฟน,0.50935876,1.92
183,เปปเปอร์มินท์,หมากฝรั่ง,0.38289115,2.27
184,โปสเตอร์,บทความ,0.21299417,1.55
185,ยูนิเซฟ,ราก,0.021027515,0.06
186,โรคเกลียดกลัวชาวต่างชาติ,ลัทธิเหยียดผิว,0.50709486,1.44
187,วูดดี อัลเลน,เลนส์,0.29154375,0.58
188,ตะเกียง,จีนนี่,0.24747835,1.61
189,กองทัพเรือ,เกาะ,0.2462828,0.97
190,กำแพง,ปราสาท,0.4206099,1.78
191,ไดโนเสาร์,ช้าง,0.2383244,2.14
192,หอนาฬิกา,หิน,0.3279914,0.38
193,ตะวันออกกลาง,แม่น้ำยูเฟรติส,0.37812063,1.63
194,ทุ่งหญ้า,ทุ่งหญ้า,0.99999994,4.0
195,กีต้าร์,ไวโอลิน,0.57415813,3.03
196,การทูต,การต่อรอง,0.50531304,2.22
197,แรงโน้มถ่วง,ดาวตก,0.46136692,1.53
198,ไอคิว,สถาบันเมนซ่า,0.31514618,1.75
199,ธงชาติอังกฤษ,ธง,0.7344597,2.95
200,แผ่นดินไหว,การสั่นสะเทือน,0.51013505,2.94
201,ทรัพย์สิน,หุ้น,0.50067,2.38
202,ฮิบรู,เยรูซาเล็ม,0.44370964,2.31
203,มืดครึ้ม,พยากรณ์,0.2413862,1.02
204,พจนานุกรม,สารานุกรม,0.6438193,3.13
205,มินท์,พิพิธภัณฑ์,0.1459227,0.0
206,เก้าอี้,ม้านั่ง,0.58277214,3.31
207,ชาวสเปน,ความชื้น,0.231489,0.06
208,กระป๋อง,ขวด,0.6325905,2.8
209,แมลงวัน,มด,0.40509996,2.5
210,ตำนาน,เรื่องเสียดสี,0.33116305,0.67
211,ใจกลางเมือง,รถประจำทาง,0.40574396,1.13
212,หาง,โบอิ้ง 747-200,0.2989103,0.78
213,งานศิลป์,ศิลปิน,0.5381906,2.31
214,นาโต้,พันธมิตร,0.39894703,2.52
215,กษัตริย์,ผู้ปกครอง,0.5803161,3.33
216,จังหวะ,จังหวะ,1.0,4.0
217,อเล็กซานเดอร์ เฟลมมิง,ยาเพนนิซิลิน,0.34344456,0.73
218,ฟลุ๊ต,ดนตรี,0.34637764,2.08
219,นกกระสานวล,ทะเลสาบ,0.24265847,1.53
220,ความหนืด,กระเซ็น,0.37099403,0.86
221,ฮาร์ดแวร์,เคส,0.2809862,1.36
222,แหวน,การหมั้น,0.35771218,2.28
223,ภาษาละติน,ภาษาเยอรมัน,0.58890986,2.63
224,ชนชั้นแรงงาน,โรงงาน,0.33536848,1.83
225,เชกสเปียร์,ดิกคินส์,0.5496479,2.22
226,ธนบัตร,นักบวช,0.14005876,0.13
227,เครื่องมือ,งาน,0.24611616,1.52
228,หมูแคระ,สัตว์พวกหมู,0.62741774,3.08
229,สิทธิเลือกตั้ง,ทางออก,0.1884541,0.48
230,ดวงดาว,ความสว่าง,0.46631792,1.83
231,ปลาเทราท์,กีตาร์,0.28203234,0.0
232,ดอลลาร์,เศรษฐี,0.24927041,1.48
233,ตัวเลข,เลข,0.67635137,4.0
234,ลมแรง,ผ้าห่ม,0.22839323,0.53
235,โอบามา,คลินตัน,0.62603027,2.38
236,ตัวประกอบ,ภาพยนตร์,0.41745016,2.23
237,ยูเวนตุส,บาเยิร์น มิวนิค,0.5559939,2.7
238,อากาศเปลี่ยน,ฝนตก,0.3705168,1.67
239,เอไอ,แบตเตอรี่,0.22086482,0.56
240,งานชิ้นเอก,โมนาลิซ่า,0.23705469,1.98
241,อาชญากรรม,การโจมตี,0.31802508,2.55
242,ราชาภิเษก,น้ำ,0.13124304,0.13
243,นักร้องนำ,สต๊าฟ,0.3089703,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.6030782,1.44
245,กองทัพ,การป้องกัน,0.33768466,1.86
246,ทะเลสาบ,เมฆ,0.19374499,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.31133354,0.06
248,ภาษาแม่,ภาษา,0.7878051,2.72
249,ท่าเรือ,เสื้อคลุม,0.16666304,0.19
250,ปีศาจ,เทพ,0.3995218,2.52
251,ปริศนา,สัญลักษณ์,0.17601494,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.6971425,2.48
253,อิสรภาพ,อิสรภาพ,0.99999994,4.0
254,ไต้ฝุ่น,ไซโคลน,0.4988498,3.28
255,คู่มือ,คู่มือแนะนำ,0.82741535,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.84366286,3.86
257,เจ้าหญิง,บิสกิต,0.19233839,0.38
258,รถไฟ,รถราง,0.6742789,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.4340846,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.2008688,0.73
261,ทอง,สังกะสี,0.2815964,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.16330871,0.06
263,อเมซอน,ป่า,0.2755837,2.22
264,เทนนิส,สถิติ,0.2755214,0.53
265,โบลซาโน,ทฤษฎีบท,0.3644874,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.21212424,0.42
267,เรือ,ต้นไม้,0.17703488,0.31
268,บัลลังก์,ดาบ,0.29731536,0.91
269,ฝ้าย,เสื้อหนาว,0.3633889,1.69
270,เชอรี่,สตรอเบอรี่,0.6471429,2.78
271,อิสลาม,กุรอาน,0.5350444,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.23130712,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.26388478,0.56
274,บุคลิก,บุคคล,0.36515185,1.55
275,รถถัง,รถยนต์,0.40920174,2.52
276,ดาวพุธ,ดาวพฤหัส,0.8835158,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.60923254,1.27
278,เลือด,ร่างกาย,0.55480427,2.17
279,ความกลัวอิสลาม,ไอซิส,0.39678103,1.3
280,ถักไหมพรม,เครื่องแบบ,0.4331885,0.77
281,ฮาดูป,จอสัมผัส,0.250261,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.8378806,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.22978148,1.34
284,พี่สาว,พี่ชาย,0.8150076,2.98
285,ดินสอ,เรื่องราว,0.2102344,0.59
286,กลาก,โรคผิวหนัง,0.5284822,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.4146564,2.67
288,มงกุฎ,กุญแจ,0.13826433,0.25
289,พีชคณิต,ปฏิบัติการ,0.19346721,0.47
290,ลูกสูบ,เครื่องยนต์,0.7459405,2.08
291,ทุนการศึกษา,ค่าเทอม,0.33341002,2.56
292,หนังสือ,ต้นฉบับ,0.5103513,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.45130274,2.59
294,หลุมดำ,สุญญากาศ,0.39536068,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.417468,2.67
296,บทบรรณาธิการ,ข่าว,0.4628234,2.44
297,การตกแต่ง,ซอง,0.2199013,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.36506185,1.98
299,ข้าวโพด,ข้าวโพด,1.0,4.0
300,โรคไบโพล่าร์,ปัญหา,0.3750479,1.2
301,กรด,ด่าง,0.5533352,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,0.18833801,0.92
303,การปฏิวัติเขียว,ทาสี,0.21904646,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.2881575,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.42964375,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.2546875,1.3
307,เครื่องหมาย,แก้ว,0.13119805,0.13
308,คฤหาสน์,ประติมากร,0.32155165,0.75
309,บรรยากาศ,โอโซน ,0.5070532,2.66
310,โล่,โล่กลมเล็ก,0.47845623,3.56
311,เหรียญ,การชำระเงิน,0.2906553,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.30599648,1.72
313,พระ,ไม้กางเขน,0.35091308,1.58
314,เรือปืน,ชายฝั่ง,0.36967623,1.33
315,หิน,เหมือง,0.4274501,2.17
316,ตำนาน,คุณธรรม,0.25440693,0.27
317,แชมป์,ผู้ชนะ,0.545172,3.73
318,ลูกเต๋า,ลูกบาศก์,0.39156058,2.84
319,โทโพโลจี,โครงสร้าง,0.43324998,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.25156945,0.06
321,กระแสเงินสด,แม่น้ำ,0.115089126,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.71227413,3.3
323,เมตริกซ์,โมเลกุล,0.41297492,0.89
324,แฟชั่น,สไตล์,0.48215586,2.95
325,ธัชวิทยา,ธง,0.18358657,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.32312846,1.91
327,น้ำพุร้อน,น้ำพุ,0.7944344,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.70746183,2.38
329,ชายหาด,ชายฝั่ง,0.5215251,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.67772084,2.55
331,ประเพณี,หัตถกรรม,0.4356398,1.22
332,นิยาย,นักเขียน,0.5821054,2.08
333,แซนด์วิช,ซับเวย์,0.30315733,1.8
334,อคูสติก,เสียง,0.387256,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.73867065,2.14
336,นักเขียน,ของขวัญ,0.18836187,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.16326717,0.06
338,เมฆ,หน้าต่าง,0.24674495,0.23
339,เจเพก,พีดีเอฟ,0.3045822,2.77
340,ผู้กำกับ,เจ้านาย,0.23230949,1.89
341,ภาษี,เบรกซิต,0.30691797,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.829495,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.56368035,3.17
344,การรักษา,การผ่าตัด,0.5716189,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.40649897,1.38
346,การจดข้อความ,การมอบหมาย,0.3203567,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.20895936,0.0
348,โซเดียมคลอไรด์,เกลือ,0.6551028,3.22
349,รายได้,คุณภาพชีวิต,0.35391816,1.66
350,พินัยกรรม,ความตั้งใจ,0.34368008,1.16
351,เข็มทิศ,ช้าง,0.22164842,0.19
352,ภาคต่อ,กล้อง,0.24917285,0.22
353,ภาพยนตร์,ฟิล์ม,0.5101548,2.52
354,นายสิบ,ปืน,0.3259071,1.48
355,โรงโม่,เมล็ด,0.1900835,1.27
356,ไอศกรีม,อาหารเช้า,0.5768984,0.78
357,กุญแจ,ล็อค,0.233166,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.7608473,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.5325968,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.46471933,2.39
361,กล้าไม้,ใบ,0.34587872,1.89
362,ฝน,ลูกเห็บ,0.63165575,1.97
363,ความสุข,ความเศร้า,0.5849463,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.45634502,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.44365776,2.45
366,รถยนต์,รถบรรทุก,0.6569104,3.0
367,อาหาร,โปรแกรม,0.1694169,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.606113,2.5
369,งู,กิ้งก่า,0.58193946,2.33
370,สับปะรด,สมาร์ทโฟน,0.24775878,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.18980594,3.63
372,เซลเซียส,ไมโครซอฟต์,0.21560484,0.06
373,รวม,อ้อย,0.13372147,0.06
374,ยีนส์,ผุ้หญิง,0.320398,1.03
375,เมตริกซ์,เวกเตอร์,0.52356446,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.3184244,3.69
377,โค้ช,ผู้เล่น,0.4560446,2.11
378,หิน,ไม้,0.456589,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.3838641,0.67
380,ตันฉบับ,บทความ,0.43389302,1.89
381,จีเมล,ยาฮู,0.42180827,3.17
382,ตัวเก็บประจุ,ไดโอด,0.63303655,2.88
383,คอรัปชั่น,การโกง,0.48277605,3.81
384,โคคาโคล่า,โค้ก,0.49459973,3.92
385,เพลโต,อริสโตเติล,0.71498334,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.6360573,2.3
387,หัวฉีด,ของเหลว,0.48945525,1.22
388,สัทวิทยา,จอภาพ,0.17876229,0.77
389,ซาร่า,ถุงน่อง,0.35022798,0.17
390,ฟุตบอล,ซอคเกอร์,0.38483194,3.73
391,เชื้อโรค,เชื้อโรค,1.0,4.0
392,สาธารณรัฐ,ดยุค,0.23874794,0.48
393,ลูกบอล,ทรงกลม,0.3949812,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.3332019,0.06
395,หน้ากาก,ปาร์ตี้,0.1990863,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.4119515,3.52
397,ทางหลวง,ถนน,0.64756316,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.4933406,2.06
399,ภาพประกอบ,ตุ่ม,0.12133657,0.13
400,มานุษยวิทยา,โบราณคดี,0.5490104,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.36981076,0.31
402,น้ำผลไม้,ช้อน,0.44166782,0.16
403,บริษัทยาไฟเซอร์,ยา,0.2033863,2.14
404,รถบรรทุก,พัสดุ,0.35630566,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.50621444,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,0.23008676,0.06
407,มหาเศรษฐี,คนจรจัด,0.30835626,1.91
408,ตอน,บท,0.32063743,3.42
409,ค่าอนันต์,ศูนย์,0.23761533,1.41
410,คนใช้,ทาส,0.3131579,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.5808519,3.44
412,ภาวะโลกร้อน,ความร้อน,0.49919975,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.76374865,3.8
414,ท้องฟ้า,ความฝัน,0.3794911,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.24737191,0.06
416,ปุ๋ย,การเติบโต,0.41135716,1.91
417,แฮชแท็ก,หัวข้อ,0.2022307,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.79564214,2.67
419,นิทเช,เชลซี,0.29514766,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.16350238,1.08
421,สาขา,แขน,0.035115134,0.63
422,เหยื่อ,โทรศัพท์,0.16915907,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.4107628,0.19
424,หิมะถล่ม,หิมะ,0.7952008,2.34
425,ครู,นักเรียน,0.61223197,2.25
426,ปศุสัตว์,โยเกิร์ต,0.31590074,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.9912681,4.0
428,ขั้วโลกใต้,เต้นรำ,0.1342571,0.06
429,อัยการ,ทนาย,0.5202002,2.56
430,แรคเก็ต,ลูกบอล,0.41937488,1.17
431,สินเชื่อธนาคาร,หนี้,0.65968776,2.55
432,มุมมอง,ระยะทาง,0.15074816,0.47
433,เฟเดอเรอร์,ดีแลน,0.36748645,1.19
434,ทนายความ,แกลเลอรี่,0.29399276,0.06
435,อายุขัย,ค่าสถิติ,0.28564242,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.5689486,0.83
437,สหภาพยุโรป,มอสโคว์,0.4691173,1.2
438,โลก,เอเซีย,0.3136048,1.94
439,เพนท์,โฟโต้ชอป,0.39528507,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.60722977,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.5359847,0.75
442,จิตใจ,สมอง,0.36722863,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.7139991,3.09
444,ฆ้อน,ฟัน,0.30802763,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,1.0000001,3.94
446,กระโปรง,นาฬิกา,0.2149324,0.66
447,โอเปร่า,ภาพยนตร์,0.3823752,1.58
448,ครู,ผู้สอน,0.5652742,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.29137772,0.06
450,การถดถอย,จีดีพี,0.44572645,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.9219481,3.45
452,คนไข้,เซสชั่น,0.18990658,0.25
453,พฤติกรรมนิยม,การบำบัด,0.47033674,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.2637549,1.27
455,นักคณิตศาสตร์,แสดง,0.1950225,0.48
456,เอนโทรปี,สารสนเทศ,0.34589738,0.95
457,น้ำกุหลาบ,น้ำมันดอกกุหลาบ,0.7397786,2.81
