,w1,w2,predict,actual
113,เจ้าบ่าว,เจ้าสาว,0.6818434,4.48
114,กลางคืน,กลางวัน,0.82039964,3.65
115,ทิศใต้,ทิศเหนือ,0.9208581,3.65
116,เครื่องบิน,สนามบิน,0.57189304,3.96
117,ลุง,ป้า,0.52578515,4.06
118,ม้า,แม่ม้า,0.59533465,4.27
119,ก้น ,จุดสูงสุด,0.2325996,0.83
120,เพื่อน,คู่หู,0.5494372,6.46
121,นักเรียน,นักเรียน,1.0,10.0
122,โลก,โลก,1.0000001,9.38
123,ขา,แขน,0.5751083,3.54
124,เครื่องบิน,เครื่องบินเจ็ต,0.95240164,6.15
125,สุภาพสตรี,สุภาพบุรุษ,0.5710514,3.23
126,ม้า,ม้าตัวผู้,0.51122963,5.31
127,นักแสดงหญิง,นักแสดงชาย,0.88336587,3.33
128,อาจารย์,ผู้สอน,0.5491425,8.65
129,หนัง,ฟิล์ม,0.47450605,5.42
130,นก,เหยี่ยว,0.5870629,5.94
131,คำ,พจนานุกรม,0.46790972,3.75
132,เงิน,เงินเดือน,0.5061319,5.63
133,หมา,แมว,0.51457834,3.13
134,พื้นที่,ภูมิภาค,0.41679677,5.1
135,กองทัพเรือ,กองทัพบก,0.6571686,4.58
136,หนังสือ,วรรณกรรม,0.4921294,5.31
137,เสื้อผ้า,ตู้เสื้อผ้า,0.7345525,4.27
138,พระอาทิตย์ตก,พระอาทิตย์ขึ้น,0.95092213,3.54
139,เด็ก,ผู้ใหญ่,0.5553698,3.96
140,วัว,ปศุสัตว์,0.4910846,3.54
141,หนังสือ,เรื่องราว,0.42102957,3.33
142,ฤดูหนาว,ฤดูร้อน,0.72525585,3.44
143,แท็กซี่,แท็กซี่,1.0000001,10.0
144,ต้นไม้,ต้นเมเปิล,0.577774,6.67
145,เตียง,ห้องนอน,0.42949784,4.17
146,หลังคา,เพดาน,0.5400861,4.9
147,โรค,การติดเชื้อ,0.64433426,5.73
148,แขน,ไหล่,0.65627384,4.06
149,แกะ,ลูกแกะ,0.62221384,5.73
150,สตรี,บุรุษ,0.6033758,3.13
151,เรือ,สมอ,0.21477297,3.54
152,นักบวช,พระ,0.34064585,6.35
153,นิ้วเท้า,นิ้วมือ,0.7074629,3.44
154,แม่น้ำ,สายน้ำ,0.5262838,6.46
155,โกรธ,โกรธ,0.9999999,10.0
156,วันที่,ปฏิทิน,0.27790648,3.96
157,ทะเล,มหาสมุทร,0.64025366,8.02
158,วินาที,นาที,0.68213135,4.27
159,มือ,หัวแม่มือ,0.54004395,3.65
160,ป่าไม้,ซุง,0.1638373,3.23
161,โคลน,ดิน,0.4566554,5.63
162,ห้องโถง,ทางเดิน,0.4113809,3.33
163,ทาง,มารยาท,0.23287988,0.21
164,หนู,แมว,0.44489238,2.5
165,ตำรวจ,นายอำเภอ,0.46013013,3.23
166,ความตาย,พิธีฝังศพ,0.29355383,3.54
167,เพลง,ทำนอง,0.5303665,3.75
168,เบียร์,แอลกอฮอล์,0.41360122,5.21
169,ปาก,ริมฝีปาก,0.60620034,5.94
170,พายุ,พายุเฮอริเคน,0.7774703,7.19
171,ภาษี,รายได้,0.46244004,2.81
172,ดอกไม้,สีม่วง,0.43298987,0.52
173,กระดาษ,กระดาษแข็ง,0.8370593,6.15
174,ชั้น,เพดาน,0.29213312,1.35
175,ชายหาด,ชายทะเล,0.6024383,8.13
176,ไม้เรียว,ผ้าม่าน,0.4552155,0.0
177,สุนัข,สุนัขจิ้งจอก,0.68634415,5.63
178,ถนน,ตรอก,0.5209801,4.38
179,เรือ,ดาดฟ้าเรือ,0.71436214,3.44
180,รถยนต์,แตรรถยนต์,0.8809436,3.54
181,เพื่อน,แขก,0.20782886,1.46
182,นายจ้าง,ลูกจ้าง,0.6187413,3.02
183,มือ,ข้อมือ,0.49587265,3.75
184,ลูกบอล,ปืนใหญ่,0.2854677,0.21
185,แอลกอฮอล์,บรั่นดี,0.4072538,5.52
186,ชัยชนะ,ชัยชนะ,1.0,10.0
187,โทรศัพท์,บูธ,0.31970307,0.1
188,ประตู,ทางเข้าประตู,0.74863285,4.58
189,โรงแรมม่านรูด,โรงแรม,0.7734951,6.15
190,เสื้อผ้า,ผ้า,0.5803963,4.38
191,สเต็ก,เนื้อสัตว์,0.5437239,4.27
192,เล็บ,หัวแม่มือ,0.5168443,3.02
193,วงดนตรี,วงออเคสตรา,0.59985125,6.35
194,หนังสือ,ไบเบิล,0.46542633,5.1
195,ธุรกิจ,อุตสาหกรรม,0.5886808,4.58
196,ฤดูหนาว,ฤดูกาล,0.31391963,5.52
197,ทศวรรษ,ศตวรรษ,0.5304337,5.21
198,แอลกอฮอล์,จิน,0.13049011,3.54
199,หมวก,เสื้อโค้ท,0.6047217,2.81
200,หน้าต่าง,ประตู,0.47102216,2.92
201,แขน,ข้อมือ,0.63066214,3.13
202,บ้าน,อพาร์ทเม้น,0.3985401,4.27
203,กระจก,คริสตัล,0.33348608,1.25
204,ไวน์,บรั่นดี,0.48895705,4.79
205,ผู้สร้าง,ผู้สร้าง,0.99999994,10.0
206,อาหารค่ำ,อาหารเช้า,0.73186195,3.23
207,แขน,กล้ามเนื้อ,0.5084736,3.02
208,ฟอง,น้ำสบู่,0.33028284,2.92
209,ขนมปัง,แป้ง,0.6069828,3.96
210,ความตาย,โศกนาฏกรรม,0.43123823,4.9
211,ขาดแคลน,การมีอยู่,0.28585383,1.04
212,ปืน,ปืนใหญ่,0.731508,6.15
213,หญ้า,ใบมีด,0.45535555,0.63
214,ลูกบอล,ตะกร้า,0.3718257,0.52
215,ท่อ,สวน,0.2565529,0.1
216,เด็กผู้ชาย,เด็ก,0.636559,6.35
217,โบสถ์,คณะประสานเสียง,0.40346497,1.88
218,เสื้อผ้า,ลิ้นชัก,0.33428478,1.46
219,หอคอย,ระฆัง,0.31053588,2.08
220,บิดา,ผู้ปกครอง,0.40614945,6.35
221,โรงเรียน,เกรด,0.28847075,2.92
222,ผู้ปกครอง,ผู้ใหญ่,0.30840513,4.69
223,บาร์,คุก,0.22896671,0.42
224,รถยนต์,ทางหลวง,0.3038498,3.23
225,พจนานุกรม,คำนิยาม,0.38045612,3.75
226,ประตู,ห้องใต้ดิน,0.3269659,1.25
227,กองทัพบก,กองทหาร,0.46655512,4.69
228,โลหะ,อลูมิเนียม,0.679454,4.69
229,เก้าอี้,ม้านั่ง,0.58277214,6.56
230,เมฆ,หมอก,0.49431688,5.63
231,เด็กผู้ชาย,บุตรชาย,0.25165215,5.31
232,น้ำ,น้ำแข็ง,0.47508422,4.9
233,เตียง,ผ้าห่ม,0.36569884,3.13
234,อัยการ,ทนายความ,0.575236,4.48
235,พื้นที่,โซน,0.3052728,6.46
236,ธุรกิจ,บริษัท,0.5858866,4.79
237,เสื้อผ้า,ผ้า,0.5803963,4.17
238,เสื้อกันหนาว,แจ็คเก็ต,0.5741642,6.35
239,เงิน,เงินทุน,0.52605677,6.04
240,มือ,เท้า,0.50050795,3.23
241,แอลกอฮอล์,ค็อกเทล,0.33758762,5.42
242,หลา,นิ้ว,0.25462258,3.33
243,โมเลกุล,อะตอม,0.72673047,4.69
244,เลนส์,กล้องถ่ายรูป,0.5820078,3.85
245,อาหาร,อาหารเย็น,0.667433,5.73
246,ตา,น้ำตา,0.3005106,3.85
247,พระเจ้า,ปีศาจ,0.16982001,1.35
248,ห่วง,เข็มขัด,0.29582855,0.63
249,หนู,หนู,1.0000001,10.0
250,เครื่องยนต์,เครื่องยนต์,0.99999994,10.0
251,รถ,แท็กซี่,0.48386827,6.56
252,แมว,สิงโต,0.5207173,3.96
253,ขนาด,ขนาด,1.0,10.0
254,ความจริง,จินตนาการ,0.44525188,1.25
255,ประตู,ประตู,0.9999999,10.0
256,แมว,สัตว์เลี้ยง,0.5512227,5.42
257,ดีบุก,อลูมิเนียม,0.5723655,3.54
258,กระดูก,กราม,0.49477825,3.75
259,ธัญพืช,ข้าวสาลี,0.7528826,5.42
260,บ้าน,กุญแจ,0.23041223,2.71
261,เลือด,เนื้อ,0.35046855,2.71
262,ประตู,ทางเดิน,0.32635164,1.56
263,พระเจ้า,วิญญาณ,0.26264983,1.15
264,สมรรถภาพ,สมรรถภาพ,1.0000001,10.0
265,ความอุดมสมบูรณ์,ความอุดมสมบูรณ์,1.0000001,10.0
266,โซฟา,เก้าอี้,0.44412637,5.63
267,ผนัง,อิฐ,0.4670673,3.02
268,เขา,กลอง,0.21284743,0.0
269,อวัยวะ,ตับ,0.49825105,5.1
270,ความแข็งแรง,ความแข็งแรง,1.0000001,9.38
271,วลี,คำ,0.54743946,6.98
272,วงดนตรี,ขบวนแห่,0.21422154,2.81
273,ท้อง,เอว,0.3681705,3.65
274,เมฆ,พายุ,0.32938117,2.81
275,ความปิติยินดี,ความภาคภูมิใจ,0.5727806,6.04
276,สัญญาณรบกวน,เสียงอึกทึก,0.4059975,3.13
277,ฝน,หมอก,0.54164296,3.33
278,เบียร์,เครื่องดื่ม,0.54922473,5.42
279,ผู้ชาย,ลุง,0.25007176,4.38
280,แอปเปิ้ล,น้ำผลไม้,0.42961055,4.06
281,ชาญฉลาด,ตรรกะ,0.3642667,3.96
282,การสื่อสาร,ภาษา,0.29022527,5.83
283,ขนมิงค์,ขนสัตว์,0.40338898,6.04
284,ฝูงชน,ฝูงชน,1.0,9.58
285,ฝั่งทะเล,ชายฝั่ง,0.8033165,6.56
286,ลวด,เชือก,0.44648147,4.27
287,นก,ไก่งวง,0.452245,4.38
288,เตียง,เปล,0.22516197,4.69
289,ความสามารถ,ความสามารถ,1.0000001,10.0
290,เมฆ,หมอก,0.49431688,4.79
291,อาหารมื้อเย็น,อาหาร,0.7914371,6.15
292,บาร์,กรง,0.1579995,0.1
293,น้ำ,เกลือ,0.55122215,0.63
294,ความรู้สึก,สัญชาตญาณ,0.45940274,6.15
295,สถานการณ์,เงื่อนไข,0.34474003,2.5
296,อาชญากรรม,โจรกรรม,0.5203333,5.0
297,สไตล์,แฟชั่น,0.48215586,5.21
298,เขตแดน,ชายแดน,0.6124284,5.73
299,แขน,ร่างกาย,0.48317188,4.38
300,เรือ,รถ,0.35151646,3.02
301,แซนด์วิช,อาหารกลางวัน,0.33877388,3.23
302,เจ้าสาว,เจ้าหญิง,0.4531926,1.77
303,นางเอก,พระเอก,0.81860185,3.02
304,รถ,วัด,0.17475517,0.1
305,แมลง,ผึ้ง,0.49347827,5.31
306,เปล,เปล,1.0,9.9
307,สัตว์,คน,0.16666949,3.13
308,กัญชา,สมุนไพร,0.44632363,5.21
309,เตียง,โรงพยาบาล,0.49795064,2.29
310,แก้ม,ลิ้น,0.45155668,2.71
311,แผ่นดิสก์,คอมพิวเตอร์,0.37646928,3.02
312,เส้นโค้ง,มุม,0.5037422,2.19
313,หญ้า,ตะไคร่น้ำ,0.4743832,1.98
314,โรงเรียน,กฎหมาย,0.199292,0.63
315,เท้า,หัว,0.29367128,2.29
316,แม่,ผู้ปกครอง,0.1976296,5.73
317,ทันตแพทย์,ทันตแพทย์,1.0,10.0
318,เหล้า,วิสกี้,0.54913336,6.04
319,ปาก,ฟัน,0.40999386,3.96
320,อาหารเช้า,เบคอน,0.43624753,3.23
321,ห้องน้ำ,ห้องนอน,0.7876952,3.13
322,จาน,ชาม,0.41159704,5.21
323,เนื้อ,เบคอน,0.34054652,5.0
324,อากาศ,ฮีเลียม,0.38016996,4.06
325,คนงาน,ลูกจ้าง,0.57793355,7.29
326,ร่างกาย,หน้าอก,0.48834062,3.54
327,ลูกชาย,พ่อ,0.7067068,2.6
328,หัวใจ,ศัลยกรรม,0.3248849,0.83
329,ผู้หญิง,เลขานุการ,0.10265799,1.15
330,ผู้ชาย,พ่อ,0.31762823,3.44
331,ชายหาด,เกาะ,0.41584596,2.92
332,เรื่องราว,หัวข้อ,0.3184891,2.5
333,เกมส์,ความสนุกสนาน,0.26906544,3.23
334,วันสุดสัปดาห์,สัปดาห์,0.64153904,3.33
335,คู่สามีภรรยา,คู่,0.41195667,4.58
336,ผู้หญิง,ภรรยา,0.4152279,3.44
337,แกะ,ปศุสัตว์,0.4645966,3.65
338,กระเป๋าเหรียญ,กระเป๋า,0.7484071,6.04
339,เพดาน,โบสถ์,0.39115882,1.04
340,ถั่ว,กาแฟ,0.49194774,0.94
341,ไม้,กระดาษ,0.37880665,2.4
342,ด้านบน,ด้านข้าง,0.68494034,3.23
343,อาชญากรรม,หลอกลวง,0.4208087,3.33
344,เจ็บปวด,เสียหาย,0.29324222,2.6
345,คนรัก,สหาย,0.46658102,3.85
346,ตอนเย็น,พลบค่ำ,0.65210485,6.88
347,พ่อ,ลูกสาว,0.6818682,2.81
348,ไวน์,สุรา,0.322534,5.31
349,วัว,แพะ,0.6070424,3.33
350,ความเชื่อ,ความเห็น,0.38143978,2.4
351,ความจริง,ภาพมายา,0.47130197,1.67
352,ข้อสัญญา,ข้อตกลง,0.61586523,7.4
353,ความมั่งคั่ง,ความยากจน,0.5227267,2.19
354,อุบัติเหตุ,ภาวะฉุกเฉิน,0.37480292,4.17
355,การต่อสู้,ชัยชนะ,0.4245186,2.92
356,เพื่อน,ครู,0.31390935,1.04
357,ความเจ็บป่วย,การติดเชื้อ,0.550789,5.0
358,เกมส์,เคล็ดลับ,0.1971486,1.25
359,พี่ชาย,บุตรชาย,0.75036144,2.6
360,ป้า,หลานชาย,0.4200513,2.71
361,พี่ชาย,บุตรชาย,0.75036144,2.5
362,ป้า,หลานชาย,0.4200513,2.71
363,โอ๊ก,เมเปิ้ล,0.3764928,3.75
364,ผึ้ง,ราชินี,0.28988767,1.98
365,รถยนต์,จักรยาน,0.48267907,4.27
366,เป้าหมาย,การแสวงหา,0.40342396,3.44
367,สิงหาคม,เดือน,0.60062385,5.0
368,กองทัพบก,กลุ่มทหาร,0.44743484,4.17
369,ก้อนเมฆ,สภาพอากาศ,0.22585693,3.54
370,แพทย์,คุณหมอ,0.45139986,8.85
371,หุบเขาลึก,หุบเขา,0.8565753,8.23
372,แม่น้ำ,หุบเขา,0.5873496,2.08
373,ดวงอาทิตย์,ท้องฟ้า,0.6052586,3.23
374,เป้า,ลูกศร,0.265301,2.6
375,ช็อคโกแลต,พาย,0.34920698,2.4
376,สภาวะแวดล้อม,สถานการณ์,0.526869,2.5
377,ความเห็น,ตัวเลือก,0.23888196,2.6
378,จังหวะ,ทำนอง,0.47491097,5.63
379,ไส้พุง,เส้นประสาท,0.3914456,1.88
380,วัน,รุ่งอรุณ,0.28365737,1.77
381,ปศุสัตว์,เนื้อวัว,0.4823814,3.13
382,คุณหมอ,ศาสตราจารย์,0.31249195,3.33
383,แขน,หลอดเลือดดำ,0.37553424,1.88
384,ห้อง,อ่างอาบน้ำ,0.33989474,1.04
385,บริษัท,ธุรกิจ,0.5858866,4.27
386,ความสนุกสนาน,ฟุตบอล,0.19721232,2.19
387,เนินเขา,หน้าผา,0.57368857,2.92
388,กระดูก,ข้อเท้า,0.51392734,2.71
389,แอปเปิ้ล,ลูกอม,0.3999305,1.35
390,ผู้ช่วยเหลือ,แม่บ้าน,0.40686756,2.19
391,ผู้นำ,ผู้จัดการ,0.34629792,3.96
392,มะนาว,ชา,0.21576333,1.88
393,ผึ้ง,มด,0.45025486,3.13
394,บาสเกตบอล,เบสบอล,0.70687515,4.38
395,ข้าว,ถั่ว,0.53322047,1.88
396,เตียง,เฟอร์นิเจอร์,0.28152162,4.58
397,อารมณ์,ความหลงใหล,0.54233044,4.27
398,อนาธิปไตย,ความสับสนวุ่นวาย,0.43330744,3.13
399,อาชญากรรม,การละเมิด,0.50021565,3.23
400,เครื่องจักร,เครื่องยนต์,0.4625611,5.73
401,ชายหาด,ทะเล,0.49062893,4.17
402,ซอย,ชาม,0.15069647,0.1
403,โถ,ขวด,0.25831535,2.81
404,ความแข็งแรง,สมรรถภาพ,0.4358172,3.96
405,เมล็ด,มัสตาด,0.45791823,0.42
406,กีตาร์,กลอง,0.64873654,3.96
407,ความคิดเห็น,ความคิด,0.5729383,5.94
408,ทิศเหนือ,ทิศตะวันตก,0.93037236,4.79
409,อาหาร,สลัด,0.41488662,4.27
410,แม่,ภรรยา,0.43653023,4.79
411,พ่อ,แม่,0.6061679,3.54
412,กัปตัน,กะลาสี,0.3505126,3.96
413,เมตร,หลา,0.31448108,3.75
414,เบียร์,แชมเปญ,0.26457337,5.1
415,มอเตอร์,เรือ,0.22135423,2.6
416,บัตร,สะพาน,0.075747654,0.1
417,วิทยาศาสตร์,จิตวิทยา,0.49048084,3.02
418,คนบาป,นักบุญ,0.4676156,2.08
419,การทำลาย,การก่อสร้าง,0.49053666,1.56
420,ฝูงชน,พวง,0.102473386,0.83
421,ชายหาด,โขดหิน,0.5347859,2.5
422,ชาย,เด็ก,0.27611634,1.46
423,ขนมปัง,ชีส,0.51939243,2.4
424,แชมป์,ผู้ชนะ,0.545172,8.54
425,งานเฉลิมฉลอง,พิธี,0.5637818,6.25
426,เมนู,คำสั่งซื้อ,0.2947091,3.54
427,กษัตริย์,เจ้าหญิง,0.46078572,3.33
428,ความมั่งคั่ง,ศักดิ์ศรี,0.29481158,2.29
429,ความอดทน,ความแข็งแรง,0.4836016,3.44
430,อันตราย,การคุกคาม,0.53495693,5.1
431,พระเจ้า,นักบวช,0.2994947,2.71
432,ผู้ชาย,พี่น้องชาย,0.28802887,3.44
433,เพื่อน,สหาย,0.50030845,8.02
434,ครู,ผู้ช่วย,0.35263234,2.6
435,ร่างกาย,กระเพาะอาหาร,0.55415195,2.81
436,ลิ้น,ช่องคอ,0.5103865,2.71
437,บ้าน,พรม,0.27893627,2.6
438,สติปัญญา,ความสามารถ,0.56593096,5.0
439,การเดินทาง,ชัยชนะ,0.18983689,0.31
440,พระเจ้า,เหยื่อ,0.12599756,0.0
441,พี่น้องชาย,จิตวิญญาณ,0.16033347,0.52
442,ฝ่ายตรงข้าม,คู่ต่อสู้,0.5871265,8.44
443,ความตาย,ภัยพิบัติ,0.2927089,3.13
444,สัตว์ประหลาด,ปิศาจ,0.5697275,6.15
445,วัน,ตอนเช้า,0.44732085,1.88
446,ผู้ชาย,ผู้ชนะ,0.30230188,0.21
447,เพื่อน,ผู้ชาย,0.32647866,1.04
448,เพลง,เรื่องราว,0.33388263,2.4
449,รังสี,แดด,0.29071215,3.85
450,ผู้ชาย,แกน,0.07638094,0.0
451,ไก่,ข้าว,0.47420293,1.88
452,กล่อง,ลิฟต์,0.28478283,1.25
453,เนย,มันฝรั่ง,0.44748673,1.98
454,อพาร์ทเม้น,เฟอร์นิเจอร์,0.38255486,1.98
455,ทะเลสาบ,บึง,0.4409128,5.73
456,สลัด,น้ำส้มสายชู,0.48675564,1.88
457,ดอกไม้,กระเปาะ,0.26366535,1.35
458,เมฆ,หมอก,0.49431688,4.79
459,คนขับรถ,นักบิน,0.42069107,3.44
460,น้ำตาล,น้ำผึ้ง,0.56106806,3.54
461,ร่างกาย,ไหล่,0.40671155,3.75
462,ความคิด,ภาพ,0.27554372,1.67
463,พ่อ,พี่ชาย,0.6988371,2.5
464,ดวงจันทร์,ดาวเคราะห์,0.6308947,4.38
465,งานรื่นเริง,ชุดแต่งกาย,0.34046018,1.88
466,ราง,รั้ว,0.22620267,1.15
467,ห้อง,เตียง,0.38982219,2.29
468,ดอกไม้,พุ่มไม้,0.43279055,4.27
469,กระดูก,เข่า,0.43600553,2.81
470,แขน,เข่า,0.597909,2.71
471,ด้านล่าง,ด้านข้าง,0.5371302,3.44
472,ท่อ,เส้นเลือดดำ,0.5295278,0.94
473,แมว,กระต่าย,0.5020247,2.71
474,เนื้อสัตว์,แซนด์วิช,0.39895168,1.88
475,ความเชื่อ,แนวคิด,0.53866374,4.38
476,สติปัญญา,ข้อมูลเชิงลึก,0.31369066,2.4
477,ความสนใจ,ดอกเบี้ย,0.14906338,0.1
478,ทัศนคติ,ความมั่นใจ,0.4602973,1.77
479,ถูกต้อง,ความยุติธรรม,0.30619216,5.94
480,ข้อโต้แย้ง,ข้อตกลง,0.41959128,2.19
481,ความลึก,ขนาด,0.4494768,2.92
482,สื่อกลาง,ข่าว,0.27352825,3.65
483,ผู้ชนะ,ผู้สมัคร,0.36659074,1.35
484,วันเกิด,วันที่,0.37592617,2.5
485,ค่าธรรมเนียม,การชำระเงิน,0.64167434,3.44
486,คัมภีร์ไบเบิล,เพลงสวด,0.4359981,2.29
487,ทางออก,ทางเข้าประตู,0.404315,3.33
488,ผู้ชาย,ทหารยาม,0.34296972,1.67
489,ทางเดินระหว่างที่นั่ง,ห้องโถง,0.5272082,2.29
490,วิสกี้,เหล้าจิน,0.46306294,4.17
491,เลือด,ไขกระดูก,0.53976643,2.29
492,น้ำมัน,ตัวมิงค์,0.24510147,0.31
493,พื้น,ดาดฟ้า,0.38744667,1.25
494,หลังคา,พื้น,0.42446837,1.77
495,ประตู,พื้น,0.17194742,1.56
496,ไหล่,ศีรษะ,0.5629571,2.71
497,ตู้สินค้ารถไฟ,การขนส่ง,0.5148558,3.02
498,รถยนต์,การขนส่ง,0.3453194,3.23
499,ศอก,ข้อเท้า,0.41074097,2.4
500,ความมั่งคั่ง,ชื่อเสียง,0.42362845,3.65
501,ความเศร้าโศก,ความอัปยศ,0.5669696,3.65
502,การบริหาร,การจัดการ,0.5814796,7.19
503,การสื่อสาร,การสนทนา,0.6300929,7.92
504,มลพิษ,บรรยากาศ,0.38713658,3.13
505,กายวิภาคศาสตร์,ชีววิทยา,0.6037938,3.85
506,วิทยาลัย,อาชีพ,0.300927,1.56
507,หนังสือ,หัวข้อเรื่อง,0.4564041,2.29
508,สูตร,สมการ,0.40600207,6.56
509,หนังสือ,สารสนเทศ,0.21152784,3.75
510,เด็กผู้ชาย,หุ้นส่วน,0.09749513,0.1
511,ท้องฟ้า,จักรวาล,0.3613296,3.54
512,ประชากร,คน,0.41243196,5.94
513,วิทยาลัย,ชั้นเรียน,0.39481813,3.33
