,w1,w2,predict,actual
39,กองทหารเกียรติยศ,เครื่องเขียน,0.2578788,0.0
40,สไปเดอร์แมน,ถนน,0.06508683,0.27
41,คาบสมุทร,เกาะ,0.53156394,1.83
42,เส้นศูนย์สูตร,เอกวาดอร์,0.33436844,1.31
43,แผนผัง,กราฟ,0.32073084,2.25
44,การจำลอง,ศาสตร์หุ่นยนต์,0.3690226,1.59
45,ไนกี้,อดิดาส,0.43508524,3.16
46,สังคม,วัฒนธรรม,0.5968423,2.84
47,เกมกลยุทธ์,กลยุทธ์,0.9019128,3.13
48,โบสถ์,โบสถ์ใหญ่,0.7616777,3.75
49,ล่าม,ชาวต่างชาติ,0.30088902,2.17
50,ไปโอโทป,ชีววิทยา,0.2701326,2.67
51,แมกม่า,ภูเขาไฟ,0.54697585,2.75
52,การระดมสมอง,กล้องโทรทรรศน์,0.27790958,0.27
53,ระดับ,คะแนน,0.2810895,2.55
54,เพนนี,ต่อรอง,0.2107988,0.61
55,พรรคการเมือง,สมาคม,0.30582723,2.31
56,สึนามิ,ทะเล,0.31718898,2.14
57,นกกระจอกเทศ,สวนกล้วยไม้,0.42692655,0.06
58,อบเชย,ลูกอม,0.44949463,0.38
59,ไม้กวาด,ฝุ่น,0.18437716,2.19
60,แกแลคซี่,นักดาราศาสตร์,0.3579841,2.13
61,น้ำผลไม้,มิลค์เชค,0.40964192,2.31
62,มู่ลี่,ม่าน,0.48041782,3.38
63,อาชญากร,ผู้กระทำผิด,0.55581903,3.58
64,มะเร็งตับอ่อน,การทำคีโม,0.5418101,2.05
65,อดีต,มาก่อน,0.34905383,2.86
66,สหประชาชาติ,รัฐสภายุโรป,0.4422426,2.85
67,เพลง,ผู้แสดง,0.32889065,1.41
68,ปืน,โน๊ตบุ๊ค,0.21355657,0.0
69,สารสื่อประสาท,ม่านตา,0.40345362,1.77
70,อักษร,ปากกา,0.2225365,1.78
71,ประสานเสียง,นักร้อง,0.5565119,2.36
72,ไม้,ผ้าห่ม,0.34103596,0.06
73,ทหาร,สันติภาพ,0.2686903,1.69
74,ชาวอังกฤษ,ชาวอเมริกัน,0.6504883,2.78
75,กิ้งก่า,จระเข้,0.47963965,2.41
76,เงิน,เงินสด,0.66547,3.7
77,ปลาหมึกพอล,ปลาหมึกยักษ์,0.86652213,3.48
78,ปฏิทิน,วันหยุด,0.41214442,1.98
79,เบส,สารเคมี,0.21433547,2.23
80,รัฐบาล,กิ้งก่า,0.07440238,0.13
81,เงินเยน,การฟอกเงิน,0.5218643,1.09
82,ดีพไมนด์,กูเกิ้ล ดีพไมนด์,0.7339995,2.95
83,หมากรุก,รุก,0.31654143,1.45
84,โคลง,ความงาม,0.23656154,0.8
85,คนงาน,สำนักงาน,0.2694477,1.58
86,เงินตรา,แลกเปลี่ยน,0.38701105,1.78
87,ใยสังเคราะห์,ฝ้าย,0.50203836,2.58
88,ศาล,ยุติธรรม,0.49962467,2.3
89,หาง,ท้าย,0.2786963,2.91
90,อุบัติเหตุ,หนังสือ,0.111626334,0.06
91,พายุ,ลม,0.48047313,2.77
92,เปียโน,ประสานเสียง,0.5892961,1.95
93,สุลต่าน,กระทรวง,0.13954087,0.72
94,ทะเลทราย,เนินทราย,0.41552252,2.5
95,การคูณ,การหาร,0.3781539,2.75
96,ไวรัส,เลือด,0.31155598,1.41
97,ยุคน้ำแข็ง,พระราชบัญญัติ,0.11211887,0.0
98,ดาบ,สภาพแวดล้อม,0.07630998,0.06
99,โรงเรียนประถม,ปากกา,0.10003807,0.78
100,จิ้งหรีด,ผู้สนับสนุน,0.089052364,0.0
101,ประติมากรรม,รูปปั้น,0.6049233,3.52
102,เว็บเบราเซอร์,ไฟร์ฟอกซ์,0.70588577,3.25
103,ฟอกซ์ เทอร์เรียร์,แคนอน,0.45358312,0.61
104,เอชเอสบีซี,ประเทศอังกฤษ,0.3724207,0.73
105,คัมภีร์ไบเบิ้ล,พระกิตติคุณ,0.3118592,1.81
106,ชุดเดรส,เต้นรำ,0.3233737,1.83
107,แถว,รายการ,0.18006034,2.03
108,กรง,คุก,0.27190018,3.22
109,เรียงความ,การบ้าน,0.30349308,1.95
110,คอมพิวเตอร์,เครื่องจักร,0.42750493,3.02
111,หมีแพนด้า,หมีขาว,0.60294783,3.06
112,โรคประสาทพิการ,จิตใจ,0.4020462,1.34
113,รณรงค์,ลิง,0.12686373,0.25
114,ค่าคงที่ฟาราเดย์,เครื่องหลัง,0.35155407,0.06
115,วัง,ตึกระฟ้า,0.18320058,1.56
116,เฮลิคอปเตอร์,เครื่องบิน,0.68642724,2.88
117,มหาวิทยาลัยเคมบริดจ์,มหาวิทยาลัยออกซ์ฟอร์ด,0.9155742,3.16
118,ธง,เสา,0.3523623,2.19
119,หน้าต่าง,หลังคา,0.6348868,2.14
120,เกมการ์ด,ร่อน,0.113853924,0.09
121,มัลแวร์,เวิร์ม,0.39558995,3.11
122,ดาวเคราะห์,ดาวฤกษ์,0.77476853,2.97
123,นักวิ่ง,นักกีฬา,0.3498891,3.02
124,เครื่องวัด,ร่ม,0.14718798,0.06
125,ไวไฟ,วิกิลีก,0.3511622,0.31
126,แล้ง,น้ำ,0.42884898,1.75
127,สนามบิน,ชิ้น,0.13367519,0.13
128,ออเคสตร้า,วงดนตรี,0.5887859,2.78
129,โมจิโต,โมฮิโต,0.6997,3.05
130,แผนการสอน,การสอบ,0.6669123,2.05
131,ทฤษฎีบท,ทฤษฎี,0.6406165,3.45
132,โยโย,ของเล่น,0.3710038,2.53
133,พายุหิมะ,ฝน,0.5329879,2.05
134,นักประวัติศาสตร์,นักประวัติศาสตร์นิพนธ์,0.911316,3.03
135,ซีเมนส์,รถไฟไฟฟ้า,0.5781174,0.41
136,ศตวรรษ,ปี,0.31914485,2.77
137,โลหะผสม,เหล็กกล้า,0.62709117,3.11
138,ผู้พิพากษา,ผู้พิพากษา,1.0,4.0
139,ความโกลาหล,ชั้นเรียน,0.14349467,0.31
140,การศึกษาทางไกล,อินเทอร์เน็ต,0.25323924,2.14
141,ทราย,เท้า,0.21195404,0.34
142,ไอเอ็มเอฟ,ธนาคารดอยซ์,0.61427766,2.13
143,นิตยสารการ์เดียน,นิตยสารไทม์,0.7955622,3.17
144,ตัวไหม,ทางสายไหม,0.36448053,0.0
145,อิสรภาพ,โอเอซิส,0.20715445,0.06
146,ไซโทพลาซึม,เลขโดด,0.3202305,0.13
147,นิกายโปรแตสแตนท์,ชาวคริสต์,0.54456246,2.55
148,ลีโอ นาร์โดดาวินชี,พระกระยาหารมื้อสุดท้าย,0.4884555,1.5
149,แผนที่,จัตุรัส,0.21042189,1.02
150,รัฐสภา,สภาคองเกรส,0.68436426,2.98
151,การระดมทุน,การพัฒนา,0.45296887,1.77
152,พยาธิวิทยา,โลหิตวิทยา,0.719295,1.91
153,หุบเขา,พายุดีเปรสชัน,0.21807213,0.72
154,กล้องโทรทรรศน์,เก้าอี้,0.22019145,0.09
155,โลหะหนัก,เวที,0.08969104,0.14
156,โลกาภิวัฒน์,วีซ่า,0.17109051,0.81
157,ค้างคาว,แวมไพร์,0.46365032,1.98
158,รองหัวหน้า,เจ้าหน้าที่,0.4045975,2.19
159,ไฟฟ้า,กรณี,0.21845438,0.19
160,คนต่างด้าว,คนนอกพื้นที่,0.47335565,3.27
161,กระดุม,จักรเย็บผ้า,0.350849,1.75
162,พ่อมด,สายเคเบิ้ล,0.27740967,0.0
163,นักปรัชญา,การแข่งขัน,0.15089071,0.58
164,ข้าวโพดคั่ว,โรงภาพยนตร์,0.2906042,1.8
165,การเกษตร,พืช,0.43907687,2.25
166,กวี,นักข่าว,0.33193403,0.89
167,อากาศ,คลื่น,0.29426068,1.23
168,อารยธรรม,วิถีการดำเนินชีวิต,0.36305496,2.61
169,หิมะ,น้ำแข็ง,0.5863082,2.92
170,สงครามโลกครั้งที่ 2,บีโธเฟ่น,0.29526764,0.25
171,แผงวงจรหลัก,เมนบอร์ด,0.41453567,3.66
172,สมาคม,เครื่องหมาย,0.15831439,0.84
173,อเล็กซานเดอร์มหาราช,ผู้พิชิต,0.45621708,2.44
174,แอพ,กาแลคซี่,0.30285606,0.06
175,การคำนวณแบบคลาวด์,ฝน,0.12645222,0.25
176,โทรทัศน์,นักแสดงชาย,0.4151392,1.67
177,สันดอน,ทะเล,0.44675687,1.83
178,เส้นด้าย,ด้าย,0.7783953,4.0
179,ทางข้ามถนน,บุคคล,0.17735577,0.5
180,โปรตีน,ที่จับ,0.48477226,0.06
181,วงยูทู,โรนัลโด้,0.26051086,0.06
182,แอปเปิ้ล,ไอโฟน,0.44545227,1.92
183,เปปเปอร์มินท์,หมากฝรั่ง,0.39293516,2.27
184,โปสเตอร์,บทความ,0.19182812,1.55
185,ยูนิเซฟ,ราก,-0.027737318,0.06
186,โรคเกลียดกลัวชาวต่างชาติ,ลัทธิเหยียดผิว,0.5152452,1.44
187,วูดดี อัลเลน,เลนส์,0.3449623,0.58
188,ตะเกียง,จีนนี่,0.3225631,1.61
189,กองทัพเรือ,เกาะ,0.2514185,0.97
190,กำแพง,ปราสาท,0.38239056,1.78
191,ไดโนเสาร์,ช้าง,0.21359344,2.14
192,หอนาฬิกา,หิน,0.33401042,0.38
193,ตะวันออกกลาง,แม่น้ำยูเฟรติส,0.44036624,1.63
194,ทุ่งหญ้า,ทุ่งหญ้า,1.0,4.0
195,กีต้าร์,ไวโอลิน,0.5999422,3.03
196,การทูต,การต่อรอง,0.54207814,2.22
197,แรงโน้มถ่วง,ดาวตก,0.50123996,1.53
198,ไอคิว,สถาบันเมนซ่า,0.29573914,1.75
199,ธงชาติอังกฤษ,ธง,0.7122596,2.95
200,แผ่นดินไหว,การสั่นสะเทือน,0.51360476,2.94
201,ทรัพย์สิน,หุ้น,0.46036392,2.38
202,ฮิบรู,เยรูซาเล็ม,0.4434838,2.31
203,มืดครึ้ม,พยากรณ์,0.25083026,1.02
204,พจนานุกรม,สารานุกรม,0.6617594,3.13
205,มินท์,พิพิธภัณฑ์,0.18222797,0.0
206,เก้าอี้,ม้านั่ง,0.5973658,3.31
207,ชาวสเปน,ความชื้น,0.20132367,0.06
208,กระป๋อง,ขวด,0.5912306,2.8
209,แมลงวัน,มด,0.38165715,2.5
210,ตำนาน,เรื่องเสียดสี,0.27647075,0.67
211,ใจกลางเมือง,รถประจำทาง,0.37156233,1.13
212,หาง,โบอิ้ง 747-200,0.25291386,0.78
213,งานศิลป์,ศิลปิน,0.53502756,2.31
214,นาโต้,พันธมิตร,0.3724345,2.52
215,กษัตริย์,ผู้ปกครอง,0.5644246,3.33
216,จังหวะ,จังหวะ,1.0000001,4.0
217,อเล็กซานเดอร์ เฟลมมิง,ยาเพนนิซิลิน,0.30997077,0.73
218,ฟลุ๊ต,ดนตรี,0.4774804,2.08
219,นกกระสานวล,ทะเลสาบ,0.23306951,1.53
220,ความหนืด,กระเซ็น,0.41895658,0.86
221,ฮาร์ดแวร์,เคส,0.2627309,1.36
222,แหวน,การหมั้น,0.30615175,2.28
223,ภาษาละติน,ภาษาเยอรมัน,0.5977847,2.63
224,ชนชั้นแรงงาน,โรงงาน,0.39156753,1.83
225,เชกสเปียร์,ดิกคินส์,0.5026219,2.22
226,ธนบัตร,นักบวช,0.14895761,0.13
227,เครื่องมือ,งาน,0.2362144,1.52
228,หมูแคระ,สัตว์พวกหมู,0.58010435,3.08
229,สิทธิเลือกตั้ง,ทางออก,0.19231622,0.48
230,ดวงดาว,ความสว่าง,0.476411,1.83
231,ปลาเทราท์,กีตาร์,0.36942118,0.0
232,ดอลลาร์,เศรษฐี,0.24949759,1.48
233,ตัวเลข,เลข,0.6906745,4.0
234,ลมแรง,ผ้าห่ม,0.20468508,0.53
235,โอบามา,คลินตัน,0.6409485,2.38
236,ตัวประกอบ,ภาพยนตร์,0.42942584,2.23
237,ยูเวนตุส,บาเยิร์น มิวนิค,0.52096176,2.7
238,อากาศเปลี่ยน,ฝนตก,0.32829356,1.67
239,เอไอ,แบตเตอรี่,0.238263,0.56
240,งานชิ้นเอก,โมนาลิซ่า,0.30562386,1.98
241,อาชญากรรม,การโจมตี,0.37301195,2.55
242,ราชาภิเษก,น้ำ,0.16876216,0.13
243,นักร้องนำ,สต๊าฟ,0.31118596,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.56794643,1.44
245,กองทัพ,การป้องกัน,0.35768458,1.86
246,ทะเลสาบ,เมฆ,0.2284085,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.3028377,0.06
248,ภาษาแม่,ภาษา,0.7636323,2.72
249,ท่าเรือ,เสื้อคลุม,0.16647345,0.19
250,ปีศาจ,เทพ,0.40565193,2.52
251,ปริศนา,สัญลักษณ์,0.16187012,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.67904323,2.48
253,อิสรภาพ,อิสรภาพ,1.0,4.0
254,ไต้ฝุ่น,ไซโคลน,0.4879492,3.28
255,คู่มือ,คู่มือแนะนำ,0.8183948,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.8407579,3.86
257,เจ้าหญิง,บิสกิต,0.22407502,0.38
258,รถไฟ,รถราง,0.68346196,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.4071183,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.15675502,0.73
261,ทอง,สังกะสี,0.26322255,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.27347416,0.06
263,อเมซอน,ป่า,0.28036007,2.22
264,เทนนิส,สถิติ,0.29136977,0.53
265,โบลซาโน,ทฤษฎีบท,0.33198977,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.16413985,0.42
267,เรือ,ต้นไม้,0.2476571,0.31
268,บัลลังก์,ดาบ,0.27721435,0.91
269,ฝ้าย,เสื้อหนาว,0.33617252,1.69
270,เชอรี่,สตรอเบอรี่,0.64469326,2.78
271,อิสลาม,กุรอาน,0.55835295,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.2359134,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.33662888,0.56
274,บุคลิก,บุคคล,0.38055107,1.55
275,รถถัง,รถยนต์,0.4127206,2.52
276,ดาวพุธ,ดาวพฤหัส,0.8714392,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.63155216,1.27
278,เลือด,ร่างกาย,0.54454476,2.17
279,ความกลัวอิสลาม,ไอซิส,0.38802025,1.3
280,ถักไหมพรม,เครื่องแบบ,0.44296867,0.77
281,ฮาดูป,จอสัมผัส,0.29540685,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.78810894,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.2242606,1.34
284,พี่สาว,พี่ชาย,0.7660261,2.98
285,ดินสอ,เรื่องราว,0.15411127,0.59
286,กลาก,โรคผิวหนัง,0.50463974,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.4133897,2.67
288,มงกุฎ,กุญแจ,0.13010539,0.25
289,พีชคณิต,ปฏิบัติการ,0.17049418,0.47
290,ลูกสูบ,เครื่องยนต์,0.74597895,2.08
291,ทุนการศึกษา,ค่าเทอม,0.42659077,2.56
292,หนังสือ,ต้นฉบับ,0.52595925,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.439759,2.59
294,หลุมดำ,สุญญากาศ,0.4011266,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.42805445,2.67
296,บทบรรณาธิการ,ข่าว,0.443153,2.44
297,การตกแต่ง,ซอง,0.21494758,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.3856005,1.98
299,ข้าวโพด,ข้าวโพด,1.0,4.0
300,โรคไบโพล่าร์,ปัญหา,0.39224237,1.2
301,กรด,ด่าง,0.53602576,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,0.16100922,0.92
303,การปฏิวัติเขียว,ทาสี,0.2913765,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.3426844,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.40734318,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.43220526,1.3
307,เครื่องหมาย,แก้ว,0.17696045,0.13
308,คฤหาสน์,ประติมากร,0.31674758,0.75
309,บรรยากาศ,โอโซน ,0.56117815,2.66
310,โล่,โล่กลมเล็ก,0.4357152,3.56
311,เหรียญ,การชำระเงิน,0.30869615,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.29180562,1.72
313,พระ,ไม้กางเขน,0.36026344,1.58
314,เรือปืน,ชายฝั่ง,0.3951815,1.33
315,หิน,เหมือง,0.45701542,2.17
316,ตำนาน,คุณธรรม,0.22155249,0.27
317,แชมป์,ผู้ชนะ,0.5441422,3.73
318,ลูกเต๋า,ลูกบาศก์,0.408564,2.84
319,โทโพโลจี,โครงสร้าง,0.25383967,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.26767868,0.06
321,กระแสเงินสด,แม่น้ำ,0.16207036,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.64950716,3.3
323,เมตริกซ์,โมเลกุล,0.38778707,0.89
324,แฟชั่น,สไตล์,0.5170111,2.95
325,ธัชวิทยา,ธง,0.14983313,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.32530954,1.91
327,น้ำพุร้อน,น้ำพุ,0.78785914,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.7059641,2.38
329,ชายหาด,ชายฝั่ง,0.51096946,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.7140613,2.55
331,ประเพณี,หัตถกรรม,0.4199877,1.22
332,นิยาย,นักเขียน,0.565104,2.08
333,แซนด์วิช,ซับเวย์,0.31938967,1.8
334,อคูสติก,เสียง,0.39436376,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.7286457,2.14
336,นักเขียน,ของขวัญ,0.21036276,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.1537487,0.06
338,เมฆ,หน้าต่าง,0.2698554,0.23
339,เจเพก,พีดีเอฟ,0.3371978,2.77
340,ผู้กำกับ,เจ้านาย,0.172765,1.89
341,ภาษี,เบรกซิต,0.30818805,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.8045456,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.5216649,3.17
344,การรักษา,การผ่าตัด,0.63875526,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.44178692,1.38
346,การจดข้อความ,การมอบหมาย,0.35638928,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.22765322,0.0
348,โซเดียมคลอไรด์,เกลือ,0.6427188,3.22
349,รายได้,คุณภาพชีวิต,0.36178285,1.66
350,พินัยกรรม,ความตั้งใจ,0.34577316,1.16
351,เข็มทิศ,ช้าง,0.18387128,0.19
352,ภาคต่อ,กล้อง,0.28942597,0.22
353,ภาพยนตร์,ฟิล์ม,0.52109355,2.52
354,นายสิบ,ปืน,0.30005103,1.48
355,โรงโม่,เมล็ด,0.21963811,1.27
356,ไอศกรีม,อาหารเช้า,0.56028837,0.78
357,กุญแจ,ล็อค,0.30931062,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.78593785,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.52055436,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.45052418,2.39
361,กล้าไม้,ใบ,0.33589873,1.89
362,ฝน,ลูกเห็บ,0.6145931,1.97
363,ความสุข,ความเศร้า,0.6077865,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.5028394,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.47528607,2.45
366,รถยนต์,รถบรรทุก,0.6714658,3.0
367,อาหาร,โปรแกรม,0.19379167,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.5706273,2.5
369,งู,กิ้งก่า,0.5554561,2.33
370,สับปะรด,สมาร์ทโฟน,0.2438874,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.2060199,3.63
372,เซลเซียส,ไมโครซอฟต์,0.24457411,0.06
373,รวม,อ้อย,0.14039789,0.06
374,ยีนส์,ผุ้หญิง,0.34220964,1.03
375,เมตริกซ์,เวกเตอร์,0.57992953,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.419641,3.69
377,โค้ช,ผู้เล่น,0.4662077,2.11
378,หิน,ไม้,0.49446702,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.34305713,0.67
380,ตันฉบับ,บทความ,0.37275413,1.89
381,จีเมล,ยาฮู,0.37165266,3.17
382,ตัวเก็บประจุ,ไดโอด,0.6592626,2.88
383,คอรัปชั่น,การโกง,0.4396259,3.81
384,โคคาโคล่า,โค้ก,0.53072894,3.92
385,เพลโต,อริสโตเติล,0.70887196,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.63809156,2.3
387,หัวฉีด,ของเหลว,0.4692462,1.22
388,สัทวิทยา,จอภาพ,0.1982206,0.77
389,ซาร่า,ถุงน่อง,0.34563896,0.17
390,ฟุตบอล,ซอคเกอร์,0.3772851,3.73
391,เชื้อโรค,เชื้อโรค,1.0,4.0
392,สาธารณรัฐ,ดยุค,0.2714545,0.48
393,ลูกบอล,ทรงกลม,0.40609887,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.36077902,0.06
395,หน้ากาก,ปาร์ตี้,0.22305533,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.38968867,3.52
397,ทางหลวง,ถนน,0.63498825,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.5123318,2.06
399,ภาพประกอบ,ตุ่ม,0.1009398,0.13
400,มานุษยวิทยา,โบราณคดี,0.58041793,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.30471107,0.31
402,น้ำผลไม้,ช้อน,0.43572915,0.16
403,บริษัทยาไฟเซอร์,ยา,0.22396001,2.14
404,รถบรรทุก,พัสดุ,0.3418778,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.51091367,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,0.24986711,0.06
407,มหาเศรษฐี,คนจรจัด,0.38646966,1.91
408,ตอน,บท,0.29466388,3.42
409,ค่าอนันต์,ศูนย์,0.28432104,1.41
410,คนใช้,ทาส,0.2936369,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.6012589,3.44
412,ภาวะโลกร้อน,ความร้อน,0.47919753,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.7700076,3.8
414,ท้องฟ้า,ความฝัน,0.38342068,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.22902066,0.06
416,ปุ๋ย,การเติบโต,0.35429734,1.91
417,แฮชแท็ก,หัวข้อ,0.16709884,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.7836958,2.67
419,นิทเช,เชลซี,0.3412816,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.1997985,1.08
421,สาขา,แขน,0.09914339,0.63
422,เหยื่อ,โทรศัพท์,0.1647721,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.46046162,0.19
424,หิมะถล่ม,หิมะ,0.78866035,2.34
425,ครู,นักเรียน,0.6071253,2.25
426,ปศุสัตว์,โยเกิร์ต,0.30579612,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.99049217,4.0
428,ขั้วโลกใต้,เต้นรำ,0.1470144,0.06
429,อัยการ,ทนาย,0.49437392,2.56
430,แรคเก็ต,ลูกบอล,0.41169724,1.17
431,สินเชื่อธนาคาร,หนี้,0.647935,2.55
432,มุมมอง,ระยะทาง,0.14461961,0.47
433,เฟเดอเรอร์,ดีแลน,0.3653466,1.19
434,ทนายความ,แกลเลอรี่,0.24208342,0.06
435,อายุขัย,ค่าสถิติ,0.32659975,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.58858,0.83
437,สหภาพยุโรป,มอสโคว์,0.47670606,1.2
438,โลก,เอเซีย,0.29510683,1.94
439,เพนท์,โฟโต้ชอป,0.42874908,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.57511884,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.4926289,0.75
442,จิตใจ,สมอง,0.34541297,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.6246383,3.09
444,ฆ้อน,ฟัน,0.2551176,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,1.0000001,3.94
446,กระโปรง,นาฬิกา,0.21341582,0.66
447,โอเปร่า,ภาพยนตร์,0.34359404,1.58
448,ครู,ผู้สอน,0.5256294,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.21053106,0.06
450,การถดถอย,จีดีพี,0.4348428,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.87688303,3.45
452,คนไข้,เซสชั่น,0.20374657,0.25
453,พฤติกรรมนิยม,การบำบัด,0.52147377,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.25437242,1.27
455,นักคณิตศาสตร์,แสดง,0.1799691,0.48
456,เอนโทรปี,สารสนเทศ,0.37540653,0.95
457,น้ำกุหลาบ,น้ำมันดอกกุหลาบ,0.73165774,2.81
