,w1,w2,predict,actual
86,เงินตรา,แลกเปลี่ยน,0.47205028,1.78
87,ใยสังเคราะห์,ฝ้าย,0.4586351,2.58
88,ศาล,ยุติธรรม,0.4059026,2.3
89,หาง,ท้าย,0.2937142,2.91
90,อุบัติเหตุ,หนังสือ,0.089856215,0.06
91,พายุ,ลม,0.34607333,2.77
92,เปียโน,ประสานเสียง,0.447954,1.95
93,สุลต่าน,กระทรวง,0.23074345,0.72
94,ทะเลทราย,เนินทราย,0.5388036,2.5
95,การคูณ,การหาร,0.36907324,2.75
96,ไวรัส,เลือด,0.3072699,1.41
97,ยุคน้ำแข็ง,พระราชบัญญัติ,0.13504535,0.0
98,ดาบ,สภาพแวดล้อม,0.089392856,0.06
99,โรงเรียนประถม,ปากกา,0.11353267,0.78
100,จิ้งหรีด,ผู้สนับสนุน,0.13302507,0.0
101,ประติมากรรม,รูปปั้น,0.601223,3.52
102,เว็บเบราเซอร์,ไฟร์ฟอกซ์,0.5558541,3.25
103,ฟอกซ์ เทอร์เรียร์,แคนอน,0.4929305,0.61
104,เอชเอสบีซี,ประเทศอังกฤษ,0.37754843,0.73
105,คัมภีร์ไบเบิ้ล,พระกิตติคุณ,0.458294,1.81
106,ชุดเดรส,เต้นรำ,0.23483923,1.83
107,แถว,รายการ,0.060589198,2.03
108,กรง,คุก,0.29005614,3.22
109,เรียงความ,การบ้าน,0.26639858,1.95
110,คอมพิวเตอร์,เครื่องจักร,0.2884611,3.02
111,หมีแพนด้า,หมีขาว,0.51094234,3.06
112,โรคประสาทพิการ,จิตใจ,0.49595642,1.34
113,รณรงค์,ลิง,0.11750473,0.25
114,ค่าคงที่ฟาราเดย์,เครื่องหลัง,0.29736647,0.06
115,วัง,ตึกระฟ้า,0.24249397,1.56
116,เฮลิคอปเตอร์,เครื่องบิน,0.4775041,2.88
117,มหาวิทยาลัยเคมบริดจ์,มหาวิทยาลัยออกซ์ฟอร์ด,0.9062333,3.16
118,ธง,เสา,0.2891257,2.19
119,หน้าต่าง,หลังคา,0.45586,2.14
120,เกมการ์ด,ร่อน,0.20815663,0.09
121,มัลแวร์,เวิร์ม,0.20590112,3.11
122,ดาวเคราะห์,ดาวฤกษ์,0.798676,2.97
123,นักวิ่ง,นักกีฬา,0.46104273,3.02
124,เครื่องวัด,ร่ม,0.123369,0.06
125,ไวไฟ,วิกิลีก,0.20851234,0.31
126,แล้ง,น้ำ,0.4766945,1.75
127,สนามบิน,ชิ้น,0.09694034,0.13
128,ออเคสตร้า,วงดนตรี,0.6354458,2.78
129,โมจิโต,โมฮิโต,0.56850916,3.05
130,แผนการสอน,การสอบ,0.585861,2.05
131,ทฤษฎีบท,ทฤษฎี,0.7989377,3.45
132,โยโย,ของเล่น,0.27765018,2.53
133,พายุหิมะ,ฝน,0.59150577,2.05
134,นักประวัติศาสตร์,นักประวัติศาสตร์นิพนธ์,0.91574275,3.03
135,ซีเมนส์,รถไฟไฟฟ้า,0.41235223,0.41
136,ศตวรรษ,ปี,0.41008383,2.77
137,โลหะผสม,เหล็กกล้า,0.60306275,3.11
138,ผู้พิพากษา,ผู้พิพากษา,1.0,4.0
139,ความโกลาหล,ชั้นเรียน,0.18537393,0.31
140,การศึกษาทางไกล,อินเทอร์เน็ต,0.35047936,2.14
141,ทราย,เท้า,0.2613551,0.34
142,ไอเอ็มเอฟ,ธนาคารดอยซ์,0.5649164,2.13
143,นิตยสารการ์เดียน,นิตยสารไทม์,0.8161353,3.17
144,ตัวไหม,ทางสายไหม,0.37455595,0.0
145,อิสรภาพ,โอเอซิส,0.27599242,0.06
146,ไซโทพลาซึม,เลขโดด,0.26244038,0.13
147,นิกายโปรแตสแตนท์,ชาวคริสต์,0.6337197,2.55
148,ลีโอ นาร์โดดาวินชี,พระกระยาหารมื้อสุดท้าย,0.52440923,1.5
149,แผนที่,จัตุรัส,0.15919314,1.02
150,รัฐสภา,สภาคองเกรส,0.6167635,2.98
151,การระดมทุน,การพัฒนา,0.4373773,1.77
152,พยาธิวิทยา,โลหิตวิทยา,0.6864126,1.91
153,หุบเขา,พายุดีเปรสชัน,0.38882387,0.72
154,กล้องโทรทรรศน์,เก้าอี้,0.12307495,0.09
155,โลหะหนัก,เวที,0.08338797,0.14
156,โลกาภิวัฒน์,วีซ่า,0.1303712,0.81
157,ค้างคาว,แวมไพร์,0.22620611,1.98
158,รองหัวหน้า,เจ้าหน้าที่,0.41876346,2.19
159,ไฟฟ้า,กรณี,0.2016381,0.19
160,คนต่างด้าว,คนนอกพื้นที่,0.39565027,3.27
161,กระดุม,จักรเย็บผ้า,0.3434774,1.75
162,พ่อมด,สายเคเบิ้ล,0.28094324,0.0
163,นักปรัชญา,การแข่งขัน,0.14808364,0.58
164,ข้าวโพดคั่ว,โรงภาพยนตร์,0.27168283,1.8
165,การเกษตร,พืช,0.52598095,2.25
166,กวี,นักข่าว,0.30632174,0.89
167,อากาศ,คลื่น,0.30991948,1.23
168,อารยธรรม,วิถีการดำเนินชีวิต,0.40752307,2.61
169,หิมะ,น้ำแข็ง,0.6109941,2.92
170,สงครามโลกครั้งที่ 2,บีโธเฟ่น,0.33091024,0.25
171,แผงวงจรหลัก,เมนบอร์ด,0.33402422,3.66
172,สมาคม,เครื่องหมาย,0.14841184,0.84
173,อเล็กซานเดอร์มหาราช,ผู้พิชิต,0.4175702,2.44
174,แอพ,กาแลคซี่,0.28126353,0.06
175,การคำนวณแบบคลาวด์,ฝน,0.15417147,0.25
176,โทรทัศน์,นักแสดงชาย,0.3450339,1.67
177,สันดอน,ทะเล,0.37422386,1.83
178,เส้นด้าย,ด้าย,0.59090793,4.0
179,ทางข้ามถนน,บุคคล,0.15575638,0.5
180,โปรตีน,ที่จับ,0.2013882,0.06
181,วงยูทู,โรนัลโด้,0.26574925,0.06
182,แอปเปิ้ล,ไอโฟน,0.42339537,1.92
183,เปปเปอร์มินท์,หมากฝรั่ง,0.38715565,2.27
184,โปสเตอร์,บทความ,0.263808,1.55
185,ยูนิเซฟ,ราก,0.06364487,0.06
186,โรคเกลียดกลัวชาวต่างชาติ,ลัทธิเหยียดผิว,0.55711234,1.44
187,วูดดี อัลเลน,เลนส์,0.258676,0.58
188,ตะเกียง,จีนนี่,0.26178584,1.61
189,กองทัพเรือ,เกาะ,0.29308897,0.97
190,กำแพง,ปราสาท,0.42936936,1.78
191,ไดโนเสาร์,ช้าง,0.25191563,2.14
192,หอนาฬิกา,หิน,0.28734067,0.38
193,ตะวันออกกลาง,แม่น้ำยูเฟรติส,0.35482192,1.63
194,ทุ่งหญ้า,ทุ่งหญ้า,0.9999999,4.0
195,กีต้าร์,ไวโอลิน,0.48861277,3.03
196,การทูต,การต่อรอง,0.42203847,2.22
197,แรงโน้มถ่วง,ดาวตก,0.3713924,1.53
198,ไอคิว,สถาบันเมนซ่า,0.27345008,1.75
199,ธงชาติอังกฤษ,ธง,0.54103327,2.95
200,แผ่นดินไหว,การสั่นสะเทือน,0.51972616,2.94
201,ทรัพย์สิน,หุ้น,0.3393657,2.38
202,ฮิบรู,เยรูซาเล็ม,0.52016574,2.31
203,มืดครึ้ม,พยากรณ์,0.1903862,1.02
204,พจนานุกรม,สารานุกรม,0.6505437,3.13
205,มินท์,พิพิธภัณฑ์,0.27855477,0.0
206,เก้าอี้,ม้านั่ง,0.5705824,3.31
207,ชาวสเปน,ความชื้น,0.19638547,0.06
208,กระป๋อง,ขวด,0.6637905,2.8
209,แมลงวัน,มด,0.46694574,2.5
210,ตำนาน,เรื่องเสียดสี,0.25795346,0.67
211,ใจกลางเมือง,รถประจำทาง,0.39295197,1.13
212,หาง,โบอิ้ง 747-200,0.1798344,0.78
213,งานศิลป์,ศิลปิน,0.52433,2.31
214,นาโต้,พันธมิตร,0.19336706,2.52
215,กษัตริย์,ผู้ปกครอง,0.39418837,3.33
216,จังหวะ,จังหวะ,1.0,4.0
217,อเล็กซานเดอร์ เฟลมมิง,ยาเพนนิซิลิน,0.3773716,0.73
218,ฟลุ๊ต,ดนตรี,0.30568296,2.08
219,นกกระสานวล,ทะเลสาบ,0.30395108,1.53
220,ความหนืด,กระเซ็น,0.2920849,0.86
221,ฮาร์ดแวร์,เคส,0.29100704,1.36
222,แหวน,การหมั้น,0.42877904,2.28
223,ภาษาละติน,ภาษาเยอรมัน,0.66324306,2.63
224,ชนชั้นแรงงาน,โรงงาน,0.28010646,1.83
225,เชกสเปียร์,ดิกคินส์,0.6186647,2.22
226,ธนบัตร,นักบวช,0.13455193,0.13
227,เครื่องมือ,งาน,0.2186051,1.52
228,หมูแคระ,สัตว์พวกหมู,0.6334025,3.08
229,สิทธิเลือกตั้ง,ทางออก,0.26479107,0.48
230,ดวงดาว,ความสว่าง,0.36492747,1.83
231,ปลาเทราท์,กีตาร์,0.26502743,0.0
232,ดอลลาร์,เศรษฐี,0.22606781,1.48
233,ตัวเลข,เลข,0.60371614,4.0
234,ลมแรง,ผ้าห่ม,0.22789311,0.53
235,โอบามา,คลินตัน,0.6764913,2.38
236,ตัวประกอบ,ภาพยนตร์,0.33542803,2.23
237,ยูเวนตุส,บาเยิร์น มิวนิค,0.5342329,2.7
238,อากาศเปลี่ยน,ฝนตก,0.42035496,1.67
239,เอไอ,แบตเตอรี่,0.1342023,0.56
240,งานชิ้นเอก,โมนาลิซ่า,0.29782465,1.98
241,อาชญากรรม,การโจมตี,0.42505988,2.55
242,ราชาภิเษก,น้ำ,0.15032992,0.13
243,นักร้องนำ,สต๊าฟ,0.21696547,0.92
244,การแข่งขันรอบตัดเชือก,บาสเก็ตบอล,0.58840454,1.44
245,กองทัพ,การป้องกัน,0.28797612,1.86
246,ทะเลสาบ,เมฆ,0.23154725,0.63
247,สำนักสงฆ์,อาบน้ำฝักบัว,0.18452251,0.06
248,ภาษาแม่,ภาษา,0.76733726,2.72
249,ท่าเรือ,เสื้อคลุม,0.13520381,0.19
250,ปีศาจ,เทพ,0.31529263,2.52
251,ปริศนา,สัญลักษณ์,0.1736225,1.59
252,วิทยาเขต,มหาวิทยาลัย,0.71879476,2.48
253,อิสรภาพ,อิสรภาพ,1.0000001,4.0
254,ไต้ฝุ่น,ไซโคลน,0.418766,3.28
255,คู่มือ,คู่มือแนะนำ,0.7946058,3.88
256,อีโบล่า,ไวรัสอีโบล่า,0.8567446,3.86
257,เจ้าหญิง,บิสกิต,0.2969025,0.38
258,รถไฟ,รถราง,0.61042213,3.55
259,ระบบนิเวศ,เศรษฐกิจ,0.4775318,0.91
260,ราชินีนาถ,ควีนหมากรุก,0.3255536,0.73
261,ทอง,สังกะสี,0.23217064,2.33
262,เคอร์เซอร์,มันฝรั่งทอด,0.24340385,0.06
263,อเมซอน,ป่า,0.42497683,2.22
264,เทนนิส,สถิติ,0.19313367,0.53
265,โบลซาโน,ทฤษฎีบท,0.32155737,0.63
266,ความสูงเหนือระดับน้ำทะเล,การแปลง,0.26274416,0.42
267,เรือ,ต้นไม้,0.24928336,0.31
268,บัลลังก์,ดาบ,0.302068,0.91
269,ฝ้าย,เสื้อหนาว,0.3539115,1.69
270,เชอรี่,สตรอเบอรี่,0.43014425,2.78
271,อิสลาม,กุรอาน,0.462446,2.33
272,มนุษย์นีเอนเดอร์ธัล,กีฬา,0.21336798,0.13
273,การเล่นพรรคเล่นพวก,กษัตริย์,0.26459038,0.56
274,บุคลิก,บุคคล,0.3157221,1.55
275,รถถัง,รถยนต์,0.27893752,2.52
276,ดาวพุธ,ดาวพฤหัส,0.8699938,2.94
277,หลอดลมอักเสบ ,ยาแก้ปวด,0.53789663,1.27
278,เลือด,ร่างกาย,0.54091054,2.17
279,ความกลัวอิสลาม,ไอซิส,0.5309219,1.3
280,ถักไหมพรม,เครื่องแบบ,0.3408119,0.77
281,ฮาดูป,จอสัมผัส,0.21080233,0.56
282,เชื่อเพลิงฟอสซิล,ฟอสซิล,0.82030076,2.39
283,ผ่าเหล่า,ชีวสังคมวิทยา,0.25138602,1.34
284,พี่สาว,พี่ชาย,0.76092124,2.98
285,ดินสอ,เรื่องราว,0.159106,0.59
286,กลาก,โรคผิวหนัง,0.8094776,2.59
287,จักรพรรดิ,ผู้ครองรัฐ,0.40806383,2.67
288,มงกุฎ,กุญแจ,0.16402078,0.25
289,พีชคณิต,ปฏิบัติการ,0.2733597,0.47
290,ลูกสูบ,เครื่องยนต์,0.6430362,2.08
291,ทุนการศึกษา,ค่าเทอม,0.37799314,2.56
292,หนังสือ,ต้นฉบับ,0.250067,1.84
293,ผกากรอง ,ดอกลิ้นมังกร,0.51265633,2.59
294,หลุมดำ,สุญญากาศ,0.2506946,2.52
295,จักรวรรดิ์เปอร์เซีย,พระเจ้าไซรัส,0.486205,2.67
296,บทบรรณาธิการ,ข่าว,0.39937997,2.44
297,การตกแต่ง,ซอง,0.08489842,0.38
298,ฉลามวาฬ,ล็อบสเตอร์,0.33001545,1.98
299,ข้าวโพด,ข้าวโพด,0.9999999,4.0
300,โรคไบโพล่าร์,ปัญหา,0.36484048,1.2
301,กรด,ด่าง,0.6623687,2.44
302,ศูนย์สัมบูรณ์ ,ไอ,0.15027124,0.92
303,การปฏิวัติเขียว,ทาสี,0.12638211,0.13
304,ระบบปฏิบัติการ,การเรียนรู้เชิงลึก,0.27100703,1.09
305,คณิตศาสตร์โอลิมปิก,ทฤษฎี,0.36065602,1.06
306,เอล นินโญ่,เส้นศูนย์สูตร,0.38127086,1.3
307,เครื่องหมาย,แก้ว,0.12386575,0.13
308,คฤหาสน์,ประติมากร,0.33960605,0.75
309,บรรยากาศ,โอโซน ,0.35309538,2.66
310,โล่,โล่กลมเล็ก,0.37490237,3.56
311,เหรียญ,การชำระเงิน,0.21265253,2.08
312,ข้าวโอ๊ต,ทุ่งนา,0.2346397,1.72
313,พระ,ไม้กางเขน,0.38580096,1.58
314,เรือปืน,ชายฝั่ง,0.34060082,1.33
315,หิน,เหมือง,0.34249154,2.17
316,ตำนาน,คุณธรรม,0.18822487,0.27
317,แชมป์,ผู้ชนะ,0.34377927,3.73
318,ลูกเต๋า,ลูกบาศก์,0.31113014,2.84
319,โทโพโลจี,โครงสร้าง,0.33134803,2.78
320,โบสถ์เล็ก,สายเคเบิ้ล,0.27640724,0.06
321,กระแสเงินสด,แม่น้ำ,0.23389775,0.06
322,ฆาตกรต่อเนื่อง,ฆาตกร,0.6907568,3.3
323,เมตริกซ์,โมเลกุล,0.41352308,0.89
324,แฟชั่น,สไตล์,0.4524463,2.95
325,ธัชวิทยา,ธง,0.14045683,1.22
326,สนธิสัญญามาสทริชต์,ยุโรป,0.39738518,1.91
327,น้ำพุร้อน,น้ำพุ,0.7080831,2.89
328,น้ำตาลซูโครส,คาร์โบไฮเดรต,0.6271305,2.38
329,ชายหาด,ชายฝั่ง,0.53379476,3.58
330,ตลาดหุ้น,การซื้อขายหุ้น,0.67323816,2.55
331,ประเพณี,หัตถกรรม,0.44810832,1.22
332,นิยาย,นักเขียน,0.6223779,2.08
333,แซนด์วิช,ซับเวย์,0.36515188,1.8
334,อคูสติก,เสียง,0.45197797,2.0
335,กีฬาฟันดาบ,ยิมนาสติก,0.50588816,2.14
336,นักเขียน,ของขวัญ,0.17522648,0.2
337,ป่าไม้,ไทเกอร์ วู้ด,0.085639015,0.06
338,เมฆ,หน้าต่าง,0.20999873,0.23
339,เจเพก,พีดีเอฟ,0.28690425,2.77
340,ผู้กำกับ,เจ้านาย,0.23533742,1.89
341,ภาษี,เบรกซิต,0.2085234,0.41
342,การผสมเกสรดอกไม้,เกสรดอกไม้ตัวผู้,0.81732714,2.17
343,วิดิโอเกม,เกมคอมพิวเตอร์,0.39581198,3.17
344,การรักษา,การผ่าตัด,0.5513339,2.64
345,ข้าวเปลือก,มันฝรั่ง,0.29471958,1.38
346,การจดข้อความ,การมอบหมาย,0.4230892,0.58
347,หมาจิ้งจอก,เม็ดเลือด,0.27489573,0.0
348,โซเดียมคลอไรด์,เกลือ,0.58483464,3.22
349,รายได้,คุณภาพชีวิต,0.3948001,1.66
350,พินัยกรรม,ความตั้งใจ,0.31892446,1.16
351,เข็มทิศ,ช้าง,0.18576293,0.19
352,ภาคต่อ,กล้อง,0.15542784,0.22
353,ภาพยนตร์,ฟิล์ม,0.2600536,2.52
354,นายสิบ,ปืน,0.31887963,1.48
355,โรงโม่,เมล็ด,0.1286056,1.27
356,ไอศกรีม,อาหารเช้า,0.37793922,0.78
357,กุญแจ,ล็อค,0.45560956,2.25
358,โทรศัพท์มือถือ,โทรศัพท์,0.74899673,3.59
359,อนุบาล,เด็กก่อนวัยเรียน,0.53614,3.22
360,โลกตะวันตก,เวสเทิร์นยูเนียน,0.42029497,2.39
361,กล้าไม้,ใบ,0.27460814,1.89
362,ฝน,ลูกเห็บ,0.6063099,1.97
363,ความสุข,ความเศร้า,0.5032995,2.56
364,ตัวไหม,หนอนผีเสื้อ,0.3573913,2.39
365,การเล่นเซิร์ฟ,กีฬาทางน้ำ,0.5792266,2.45
366,รถยนต์,รถบรรทุก,0.52022856,3.0
367,อาหาร,โปรแกรม,0.12965919,0.19
368,นิยายกราฟิก,หนังสือการ์ตูน,0.5368024,2.5
369,งู,กิ้งก่า,0.49618906,2.33
370,สับปะรด,สมาร์ทโฟน,0.1875335,0.06
371,วอลล์เปเปอร์,พื้นหลัง,0.30836713,3.63
372,เซลเซียส,ไมโครซอฟต์,0.2283858,0.06
373,รวม,อ้อย,0.18972178,0.06
374,ยีนส์,ผุ้หญิง,0.33044273,1.03
375,เมตริกซ์,เวกเตอร์,0.41190112,1.98
376,คาร์บอนไดออกไซด์,ซีโอทู,0.26558414,3.69
377,โค้ช,ผู้เล่น,0.43102193,2.11
378,หิน,ไม้,0.37256107,1.8
379,ตัวชาร์จ,แผ่นดิสก์,0.35249043,0.67
380,ตันฉบับ,บทความ,0.29797715,1.89
381,จีเมล,ยาฮู,0.4166741,3.17
382,ตัวเก็บประจุ,ไดโอด,0.5846281,2.88
383,คอรัปชั่น,การโกง,0.53363305,3.81
384,โคคาโคล่า,โค้ก,0.44619775,3.92
385,เพลโต,อริสโตเติล,0.6778657,2.52
386,สงครามเย็น,สหภาพโซเวียต,0.6650402,2.3
387,หัวฉีด,ของเหลว,0.40272275,1.22
388,สัทวิทยา,จอภาพ,0.25925282,0.77
389,ซาร่า,ถุงน่อง,0.22234726,0.17
390,ฟุตบอล,ซอคเกอร์,0.40816075,3.73
391,เชื้อโรค,เชื้อโรค,0.99999994,4.0
392,สาธารณรัฐ,ดยุค,0.3307934,0.48
393,ลูกบอล,ทรงกลม,0.41159138,1.89
394,โมซาร์ท,สตาร์ วอร์ส,0.44800124,0.06
395,หน้ากาก,ปาร์ตี้,0.20689286,1.23
396,เกมแกรนด์ เตฟท์ ออโต,จีทีเอ,0.50333136,3.52
397,ทางหลวง,ถนน,0.6613979,2.97
398,ปฏิกิริยาลูกโซ่,เทอร์โมไดนามิกส์,0.3828616,2.06
399,ภาพประกอบ,ตุ่ม,0.11989472,0.13
400,มานุษยวิทยา,โบราณคดี,0.60480326,1.52
401,บริษัทเดล,เมืองดิงเกิล,0.42527094,0.31
402,น้ำผลไม้,ช้อน,0.34797198,0.16
403,บริษัทยาไฟเซอร์,ยา,0.2290705,2.14
404,รถบรรทุก,พัสดุ,0.25848025,1.56
405,อวัยวะรับสัมผัส,โมเลกุลโปรตีน,0.500175,0.48
406,กูเกิลไดร์ฟ,คนขับรถ,0.256235,0.06
407,มหาเศรษฐี,คนจรจัด,0.27614078,1.91
408,ตอน,บท,0.3301832,3.42
409,ค่าอนันต์,ศูนย์,0.16989459,1.41
410,คนใช้,ทาส,0.22243235,2.91
411,คำเสริมท้าย,คำต่อท้าย,0.52930933,3.44
412,ภาวะโลกร้อน,ความร้อน,0.42114428,2.58
413,โกรทฮอร์โมน,ฮอร์โมนการเจริญเติบโต,0.75648516,3.8
414,ท้องฟ้า,ความฝัน,0.34616882,0.69
415,ราคาเสนอซื้อ,ลอนดอน,0.19583657,0.06
416,ปุ๋ย,การเติบโต,0.30270714,1.91
417,แฮชแท็ก,หัวข้อ,0.21135464,1.81
418,กลุ่มดาวนายพราน,กลุ่มดาว,0.7782774,2.67
419,นิทเช,เชลซี,0.3282977,0.25
420,การเคารพซึ่งกันและกัน,การแข่งขัน,0.18489444,1.08
421,สาขา,แขน,0.10657919,0.63
422,เหยื่อ,โทรศัพท์,0.120684095,0.25
423,ส่วนเบี่ยงเบนมาตรฐาน,การสะสม,0.35068446,0.19
424,หิมะถล่ม,หิมะ,0.723035,2.34
425,ครู,นักเรียน,0.5595144,2.25
426,ปศุสัตว์,โยเกิร์ต,0.19610143,0.5
427,การกีดกันทางเพศ ,การกีดกันทางเพศ,0.98869216,4.0
428,ขั้วโลกใต้,เต้นรำ,0.2677863,0.06
429,อัยการ,ทนาย,0.60614794,2.56
430,แรคเก็ต,ลูกบอล,0.16610199,1.17
431,สินเชื่อธนาคาร,หนี้,0.6333062,2.55
432,มุมมอง,ระยะทาง,0.19316442,0.47
433,เฟเดอเรอร์,ดีแลน,0.4114804,1.19
434,ทนายความ,แกลเลอรี่,0.18093896,0.06
435,อายุขัย,ค่าสถิติ,0.29917616,0.94
436,เยื่อหุ้มเซลล์,ตัวก่อไวรัส ,0.5709765,0.83
437,สหภาพยุโรป,มอสโคว์,0.3208477,1.2
438,โลก,เอเซีย,0.29672608,1.94
439,เพนท์,โฟโต้ชอป,0.4068742,2.31
440,วุฒิสภา,รัฐธรรมนูญ,0.6595478,2.08
441,ผักชีฝรั่ง,มัฟฟิน,0.24349801,0.75
442,จิตใจ,สมอง,0.49544764,2.06
443,รถเมอร์ซีเดส,รถโอเปิล,0.6630553,3.09
444,ฆ้อน,ฟัน,0.30728832,0.39
445,ยุคเรอเนซ็องส์,ยุคเรอเนซ็องส์,1.0,3.94
446,กระโปรง,นาฬิกา,0.14361285,0.66
447,โอเปร่า,ภาพยนตร์,0.43872687,1.58
448,ครู,ผู้สอน,0.5364515,3.94
449,ดวงอาทิตย์,สายเคเบิ้ล,0.14554532,0.06
450,การถดถอย,จีดีพี,0.4766495,1.38
451,ซีซาร์,จูเลียส ซีซาร์,0.8872922,3.45
452,คนไข้,เซสชั่น,0.12703857,0.25
453,พฤติกรรมนิยม,การบำบัด,0.35184819,0.97
454,จักรพรรดิ,รัฐธรรมนูญ,0.31041837,1.27
455,นักคณิตศาสตร์,แสดง,0.19716574,0.48
456,เอนโทรปี,สารสนเทศ,0.31838194,0.95
457,น้ำกุหลาบ,น้ำมันดอกกุหลาบ,0.7503104,2.81
